"","990
084","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"","990
085","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"","990
086","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","78","",".",".",".",".","",".","",".","",".","61.5",".",".",".","30.8",".",".","7.7","."
"MED PHYS
621","Dept. Total","250","3.747","42.8","14.4","8.4",".","",".","",".","",".","21.2",".",".",".","9.6","1.2",".","2.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","3.500","50.0",".","50.0",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Junior","","3","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Senior","","24","3.653","58.3","16.7","25.0",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","29","3.683","62.1","13.8","24.1",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Special","","9","3.500","11.1","33.3","11.1",".","",".","",".","",".","44.4",".",".",".",".",".",".",".","."
"Graduate","","212","3.770","41.5","13.7","6.1",".","",".","",".","",".","23.1",".",".",".","11.3","1.4",".","2.8","."
"","Dept. Total","250","3.747","42.8","14.4","8.4",".","",".","",".","",".","21.2",".",".",".","9.6","1.2",".","2.4","."
