"","990
009","1","***","","","","","","","","","",".",".",".","",".",".",".","."
"","990
010","3","***","","","","","","","","","",".",".",".","",".",".",".","."
"","990
015","1","***","","","","","","","","","",".",".",".","",".",".",".","."
"Research and Thesis","Course Total","6","",".",".",".",".",".",".",".","100.0",".",".",".","",".",".",".",".","."
"INTER-HE
498","Dept. Total","348","3.664","63.5","17.0","10.6","4.0","1.7","0.9","0.3","1.7",".",".",".","",".","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"498
INTER-HE","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","3.875","83.3","16.7",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Sophomore","","38","3.703","65.8","13.2","15.8","2.6",".",".",".",".",".",".",".","",".","2.6",".",".","."
"Junior","","100","3.722","67.0","19.0","9.0","3.0","1.0","1.0",".",".",".",".",".","",".",".",".",".","."
"Senior","","171","3.612","61.4","16.4","12.3","5.8","2.9","1.2",".",".",".",".",".","",".",".",".",".","."
"Undergraduates","","315","3.660","64.1","16.8","11.4","4.4","1.9","1.0",".",".",".",".",".","",".","0.3",".",".","."
"Graduate","","33","3.704","57.6","18.2","3.0",".",".",".","3.0","18.2",".",".",".","",".",".",".",".","."
"","Dept. Total","348","3.664","63.5","17.0","10.6","4.0","1.7","0.9","0.3","1.7",".",".",".","",".","0.3",".",".","."
