"Seminar","900
001","18","4.000","100.0",".",".",".",".",".",".","",".",".","",".",".","",".",".",".",".","."
"","990
003","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
093","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"G L E
418","Dept. Total","275","3.394","52.7","15.6","10.5","7.6","4.4","1.1","",".","6.2","",".",".","",".","0.7","0.4",".","0.4","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","10","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","53","3.779","92.5","1.9","1.9","3.8",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","30","3.411","50.0","16.7","13.3","10.0","6.7",".","",".",".","",".",".","",".",".",".",".",".","3.3"
"Senior","","132","3.273","34.1","25.0","18.2","12.1","6.1","2.3","",".","0.8","",".",".","",".",".","0.8",".","0.8","."
"Undergraduates","","225","3.363","52.9","17.3","12.9","9.3","4.4","1.3","",".","0.4","",".",".","",".",".","0.4",".","0.4","0.4"
"Special","","3","2.600","33.3",".",".",".","66.7",".","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","47","3.882","53.2","8.5",".",".",".",".","",".","34.0","",".",".","",".","4.3",".",".",".","."
"","Dept. Total","275","3.394","52.7","15.6","10.5","7.6","4.4","1.1","",".","6.2","",".",".","",".","0.7","0.4",".","0.4","0.4"
