"","999
007","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
030","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
032","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Study","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"DS
359","Dept. Total","639","3.637","55.6","23.9","13.1","2.3","1.9","0.2","0.3","0.9","",".",".","",".","0.5","1.1",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","41","3.242","24.4","22.0","41.5","7.3","4.9",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","124","3.599","50.0","25.8","21.8","0.8",".",".","0.8","0.8","",".",".","",".",".",".",".",".","."
"Junior","","185","3.654","55.1","29.7","9.2","4.3","1.6",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","244","3.665","60.7","22.1","9.0","1.2","2.9","0.4","0.4","0.8","",".",".","",".",".","2.5",".",".","."
"Undergraduates","","594","3.618","54.2","25.3","14.0","2.5","2.0","0.2","0.3","0.5","",".",".","",".",".","1.0",".",".","."
"Special","","8","3.813","75.0","12.5","12.5",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","37","3.965","73.0","5.4",".",".",".",".",".","8.1","",".",".","",".","8.1","2.7",".","2.7","."
"","Dept. Total","639","3.637","55.6","23.9","13.1","2.3","1.9","0.2","0.3","0.9","",".",".","",".","0.5","1.1",".","0.2","."
