"","999
050","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
060","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
067","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","12","4.000","75.0",".",".",".",".",".",".","8.3","",".",".","",".","8.3",".",".","8.3","."
"SOC WORK
896","Dept. Total","1904","3.632","53.6","25.8","11.4","2.9","1.3","0.6","0.3","0.6","",".",".","",".","0.5","0.7",".","2.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","72","3.320","19.4","51.4","23.6","1.4",".","1.4","2.8",".","",".",".","",".",".",".",".",".","."
"Junior","","199","3.310","23.6","40.2","23.1","7.5","2.0","2.0","1.0",".","",".",".","",".",".",".",".","0.5","."
"Senior","","422","3.498","48.1","24.9","15.2","5.0","4.3","1.4","0.2","0.5","",".",".","",".",".","0.5",".",".","."
"Undergraduates","","693","3.421","38.1","32.0","18.3","5.3","3.2","1.6","0.7","0.3","",".",".","",".",".","0.3",".","0.1","."
"Special","","14","3.697","57.1","14.3","21.4",".",".",".",".","7.1","",".",".","",".",".",".",".",".","."
"Graduate","","1195","3.798","62.2","22.3","7.4","1.5","0.3",".","0.1","0.7","",".",".","",".","0.8","0.9",".","3.9","."
"Prof Yr 2","","4","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","5","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1907","3.632","53.5","25.7","11.4","2.9","1.3","0.6","0.3","0.6","",".",".","",".","0.5","0.7",".","2.5","."
