"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","10727","3.768","67.6","13.1","5.9","1.7","1.4","0.4","0.3","3.8","0.0","3.6",".","0.8","0.9","0.1","0.3","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","640","3.552","63.3","15.5","9.8","4.2","4.1","1.6","1.1","0.2",".",".",".",".","0.3",".",".","."
"Sophomore","","1284","3.655","67.1","16.0","8.3","3.5","2.7","0.8","0.9","0.1",".",".",".",".","0.5","0.2",".","."
"Junior","","1741","3.742","70.5","15.3","7.5","1.9","1.4","0.5","0.7","0.1","0.1","1.7",".",".","0.1","0.1",".","0.3"
"Senior","","4023","3.755","66.3","14.6","6.8","1.7","1.3","0.4","0.2","0.9","0.0","7.2",".",".","0.4",".",".","0.1"
"Undergraduates","","7688","3.721","67.2","15.1","7.5","2.3","1.8","0.6","0.5","0.5","0.0","4.1",".",".","0.4","0.0",".","0.1"
"Special","","411","3.863","60.8","6.6","4.1","0.7","0.5",".",".","19.7",".","3.4",".",".","1.0","0.2","2.7","0.2"
"Graduate","","2628","3.908","69.7","8.1","1.6","0.2","0.4","0.0",".","11.0","0.0","2.4",".","3.2","2.5","0.1","0.8","."
"Prof Yr 2","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","9","3.750","55.6",".","11.1","11.1",".",".",".",".",".",".",".",".","11.1",".","11.1","."
"Prof Yr 4","","4","3.938","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","15","3.827","66.7","6.7","6.7","6.7",".",".",".",".",".",".",".",".","6.7",".","6.7","."
"","College Total","10742","3.768","67.5","13.0","5.9","1.7","1.4","0.4","0.3","3.8","0.0","3.7",".","0.8","0.9","0.1","0.3","0.1"
