"Dissertator Research&Thesis","Course Total","26","",".",".",".",".",".",".",".","69.2",".",".",".","30.8",".",".",".","."
"","999
007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
056","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","3","***","","","","","","","","","","","","","","","",""
"M E
612","Dept. Total","3147","3.194","28.8","21.8","21.8","10.6","7.9","1.9","0.8","3.6","0.0","0.0",".","2.3","0.4","0.0","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.078","18.5","33.3","22.2","7.4","11.1","3.7","3.7",".",".",".",".",".",".",".",".","."
"Sophomore","","236","3.122","30.5","24.2","14.8","14.8","12.3","1.7","1.7",".",".",".",".",".",".",".",".","."
"Junior","","674","3.049","24.2","21.1","26.1","14.7","10.1","2.8","0.9",".",".",".",".",".","0.1",".",".","."
"Senior","","1674","3.179","28.0","23.2","25.4","11.3","8.5","2.1","0.7","0.1",".",".",".",".","0.5","0.1","0.1","."
"Undergraduates","","2611","3.143","27.2","22.9","24.6","12.4","9.3","2.3","0.9","0.1",".",".",".",".","0.4","0.0","0.0","."
"Special","","34","3.261","32.4","23.5","17.6","5.9","8.8",".","2.9","5.9",".",".",".",".","2.9",".",".","."
"Graduate","","500","3.633","36.8","16.2","7.6","1.2","0.8","0.4",".","21.8","0.2","0.2",".","14.2","0.6",".",".","."
"Prof Yr 3","","2","3.625","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","3.625","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","3147","3.194","28.8","21.8","21.8","10.6","7.9","1.9","0.8","3.6","0.0","0.0",".","2.3","0.4","0.0","0.0","."
