"","990
007","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
022","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
028","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"PORTUG
782","Dept. Total","118","3.400","48.3","16.1","16.1","5.1","9.3","1.7","",".","2.5","",".",".","",".","0.8","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"782
PORTUG","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","2.857","14.3","28.6","14.3",".","42.9",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","19","3.267","36.8","21.1","15.8","21.1",".","5.3","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","20","3.205","35.0","20.0","20.0","5.0","15.0","5.0","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","45","3.409","44.4","20.0","22.2","2.2","11.1",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","91","3.286","38.5","20.9","19.8","6.6","12.1","2.2","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","3","3.571","33.3",".","33.3",".",".",".","",".","33.3","",".",".","",".",".","",".",".",".","."
"Graduate","","24","4.000","87.5",".",".",".",".",".","",".","8.3","",".",".","",".","4.2","",".",".",".","."
"","Dept. Total","118","3.400","48.3","16.1","16.1","5.1","9.3","1.7","",".","2.5","",".",".","",".","0.8","",".",".",".","."
