"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","",""
"URB R PL
944","Dept. Total","233","3.805","64.8","24.5","3.9","0.9","0.9","",".","",".","3.0","",".",".","",".","0.9","0.9",".",".","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","10","3.842","70.0","30.0",".",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","15","3.538","60.0","13.3","13.3",".","13.3","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","39","3.835","74.4","20.5","2.6","2.6",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","64","3.766","70.3","20.3","4.7","1.6","3.1","",".","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","166","3.823","62.0","26.5","3.6","0.6",".","",".","",".","4.2","",".",".","",".","1.2","1.2",".",".","0.6"
"Prof Yr 4","","3","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","3","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","233","3.805","64.8","24.5","3.9","0.9","0.9","",".","",".","3.0","",".",".","",".","0.9","0.9",".",".","0.4"
