"ALS","","","","","","","","","","","","","","","","","","","","","",""
"ENTOMOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","","","",""
"ENTOM
355","Dept. Total","339","3.444","45.4","23.0","12.4","6.5","3.8","1.8","0.3","1.5","",".",".","",".","5.3","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.500","40.0","40.0","6.7","6.7","6.7",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","40","3.508","40.0","35.0","17.5","5.0","2.5",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","68","3.641","58.8","22.1","10.3","7.4","1.5",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","144","3.275","38.2","25.7","18.1","6.9","6.3","4.2","0.7",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","267","3.415","43.8","27.0","15.4","6.7","4.5","2.2","0.4",".","",".",".","",".",".","",".",".",".","."
"Special","","3","4.000","66.7",".",".",".",".",".",".","33.3","",".",".","",".",".","",".",".",".","."
"Graduate","","69","3.693","50.7","8.7","1.4","5.8","1.4",".",".","5.8","",".",".","",".","26.1","",".",".",".","."
"","Dept. Total","339","3.444","45.4","23.0","12.4","6.5","3.8","1.8","0.3","1.5","",".",".","",".","5.3","",".",".",".","."
