"","990
100","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
102","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
103","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","59","",".",".",".",".",".",".",".","94.9",".",".",".","1.7",".",".","3.4","."
"NEUROSCI
682","Dept. Total","442","3.463","47.1","12.2","8.6","4.5","4.1","0.5","0.2","21.7","0.2",".",".","0.2","0.2",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"682
NEUROSCI","","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","26","3.203","53.8","19.2","3.8","3.8","15.4",".","3.8",".",".",".",".",".",".",".",".","."
"Senior","","260","3.479","61.5","17.3","8.8","6.2","5.4","0.8",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","289","3.456","61.2","17.3","8.3","5.9","6.2","0.7","0.3",".",".",".",".",".",".",".",".","."
"Special","","6","3.417","50.0","16.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","127","3.556","19.7","2.4","3.9","1.6",".",".",".","68.5","0.8",".",".","0.8","0.8",".","1.6","."
"Prof Yr 2","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Prof Yr 3","","12","3.385","16.7",".","50.0",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Prof Yr 4","","7","3.333","14.3",".","28.6",".",".",".",".","57.1",".",".",".",".",".",".",".","."
"Professionals","","20","3.375","15.0",".","40.0",".",".",".",".","45.0",".",".",".",".",".",".",".","."
"","Dept. Total","442","3.463","47.1","12.2","8.6","4.5","4.1","0.5","0.2","21.7","0.2",".",".","0.2","0.2",".","0.5","."
