"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","",""
"","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"217","","","","","","","","","","","","","","","","","","","","",""
"Fund Stem Cell Regen Biol","640","001","","12","3.750","66.7","25.0",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Molecular & Cell Organogenesis","650","001","","10","3.650","40.0","50.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cell Signals and Human Disease","701","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Biotechnology Operations","820","001","","25","3.500","20.0","64.0","12.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"Molecular Technologies II","824","001","","25","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"217","","Dept. Total","","74","3.652","45.9","45.9","5.4","2.7",".",".",".",".",".",".",".",".",".",".",".","."
