"","999
066","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
068","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
085","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","41","4.000","61.0",".",".",".",".",".",".","17.1",".",".","",".","2.4","2.4",".","17.1","."
"HISTORY
448","Dept. Total","2879","3.325","28.6","26.9","22.4","6.9","2.9","0.9","1.4","5.7","0.0",".","",".","1.2","1.0","0.7","1.4","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","181","3.014","16.6","26.0","29.3","14.9","8.3","2.8","2.2",".",".",".","",".",".",".",".",".","."
"Sophomore","","520","3.254","23.8","30.4","30.0","10.0","3.5","1.5","0.8",".",".",".","",".",".",".",".",".","."
"Junior","","684","3.369","29.1","33.5","25.4","5.4","2.6","0.4","1.5","0.1",".",".","",".",".","1.8",".","0.1","."
"Senior","","1072","3.311","30.7","29.2","23.9","7.8","3.0","0.9","2.0","1.4","0.1",".","",".","0.3","0.7",".",".","0.1"
"Undergraduates","","2457","3.291","27.8","30.4","26.0","8.1","3.4","1.1","1.6","0.7","0.0",".","",".","0.1","0.8",".","0.0","0.0"
"Special","","159","3.598","8.8","6.9","1.9",".",".","0.6",".","50.3",".",".","",".",".","1.3","11.3","18.9","."
"Graduate","","261","3.920","47.9","6.5","1.1",".",".",".",".","26.1",".",".","",".","12.3","2.7","0.4","3.1","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","2879","3.325","28.6","26.9","22.4","6.9","2.9","0.9","1.4","5.7","0.0",".","",".","1.2","1.0","0.7","1.4","0.0"
