"Stdt Tchg-Secondary Sch Art","424
001","","8","3.813","62.5","37.5",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Art-Exceptional Education","570
001","","8","3.875","75.0","25.0",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Independent Reading & Rsch","699
061","","3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Independent Reading","999
061","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"ART ED
176","Dept. Total","","41","3.868","80.5","17.1","2.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"176
ART ED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","3","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","25","3.841","76.0","20.0","4.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","30","3.859","80.0","16.7","3.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","2","3.750","50.0","50.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","9","3.944","88.9","11.1",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","41","3.868","80.5","17.1","2.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
