"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"FOLKLORE PROGRAM","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","",""
"Intro-Comparatv Ethnic Studies","102
001","16","3.344","12.5","50.0","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Mus Cult of the World","103
001","28","3.357","32.1","39.3","7.1","10.7","10.7",".",".",".",".",".",".",".",".",".",".","."
"The African Storyteller","210
001","36","3.306","38.9","25.0","19.4","8.3","2.8","2.8","2.8",".",".",".",".",".",".",".",".","."
"Intro to American Folklore","230
001","18","3.667","55.6","27.8","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Hero&Trickster-Oral Traditn","270
001","10","3.800","80.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Javanese Performance","321
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"In Trans:Mythlgy-Scandnavia","342
001","7","3.717","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Dir Stdy-Folklore Undergrad","Course Total","2","***","","","","","","","","","","","","","","","",""
"American Indian Women","437
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sami Culture,Yesterday & Today","443
001","24","3.886","79.2","4.2","8.3",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"Practicum in Public Folklore","491
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","522
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","522
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Digitally Doc Everyday Comm","Course Total","3","***","","","","","","","","","","","","","","","",""
"Topics in Folklore","530
001","20","4.000","95.0",".",".",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"Folklore-Festivls&Celebratn","539
001","7","3.750","57.1","14.3","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Seminar-American Folklore","630
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in Ethnomusicology","915
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"FOLKLORE
380","Dept. Total","183","3.625","55.7","21.9","10.9","6.0","2.2","0.5","0.5","2.2",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.227","16.7","41.7","16.7","8.3","16.7",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","36","3.519","36.1","41.7","13.9","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","43","3.566","60.5","11.6","16.3","7.0","2.3",".","2.3",".",".",".",".",".",".",".",".","."
"Senior","","73","3.697","64.4","17.8","8.2","5.5","1.4","1.4",".","1.4",".",".",".",".",".",".",".","."
"Undergraduates","","164","3.592","53.7","23.2","12.2","6.7","2.4","0.6","0.6","0.6",".",".",".",".",".",".",".","."
"Special","","3","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Graduate","","16","3.940","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","183","3.625","55.7","21.9","10.9","6.0","2.2","0.5","0.5","2.2",".",".",".",".",".",".",".","."
