"HORTICULTURE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","","",""
"227
Propagation of Hort Plants","001","","14","2.643","14.3","7.1","28.6","21.4","14.3","14.3",".",".",".",".",".",".",".",".",".","."
"299","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"326
Plant Nutrition Management","001","","7","3.500","42.9","42.9",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"334
Greenhse Prod-Ornamntl Plnt","001","","23","3.239","56.5","4.3","13.0","8.7","8.7","4.3","4.3",".",".",".",".",".",".",".",".","."
"335
Greenhse-Ornamntl Plant Lab","002","","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"338
Plant Breeding&Biotechnolgy","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"345
Fruit Crop Production","001","","28","3.833","67.9","25.0","3.6",".",".",".",".","3.6",".",".",".",".",".",".",".","."
"372
Colloquium-Organic Agriculture","001","","27","3.885","81.5","7.4","7.4",".",".",".",".","3.7",".",".",".",".",".",".",".","."
"375
Special Topics","002","","11","4.000","27.3",".",".",".",".",".",".","63.6",".",".",".",".",".",".","9.1","."
"399","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","Course Total","","2","***","","","","","","","","","","","","","","","",""
"500
Molecular Biology Techniques","001","","15","3.167","20.0","20.0","46.7",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"501
Principles-Plant Breeding","001","","22","3.000","22.7","18.2","18.2","18.2","13.6","4.5",".","4.5",".",".",".",".",".",".",".","."
"572
Stat Meth for Bioscience II","001","","8","3.625","37.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","7","3.813","71.4",".",".","14.3",".",".",".",".",".",".",".",".","14.3",".",".","."
"875","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"875","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","Course Total","","8","3.600","25.0","62.5",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"910
Seminar","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"957
Seminar-Plant Breeding","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","023","","3","***","","","","","","","","","",".",".",".",".",".",".","."
