"ECONOMICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","",""
"","101
001","282","2.806","14.9","17.4","21.6","20.6","17.7","7.4",".","0.4",".",".",".",".",".",".",".","."
"","002
101","225","2.796","16.0","19.1","19.1","17.3","20.9","6.2","1.3",".",".",".",".",".",".",".",".","."
"","101
003","306","3.064","13.7","28.1","27.1","19.9","9.5","1.0",".",".",".",".",".",".","0.3",".","0.3","."
"","004
101","274","3.079","15.3","25.5","32.5","17.2","7.3","1.1","0.7",".",".",".",".",".","0.4",".",".","."
"Principles-Microeconomics","Course Total","1087","2.945","14.9","22.8","25.4","18.9","13.4","3.8","0.5","0.1",".",".",".",".","0.2",".","0.1","."
"","102
001","232","2.697","12.5","15.5","19.0","23.7","19.0","7.8","1.3",".",".",".",".",".","0.9",".","0.4","."
"","002
102","196","2.923","20.9","18.4","19.9","19.4","17.3","1.5","2.6",".",".",".",".",".",".",".",".","."
"","003
102","153","2.983","20.9","20.3","19.6","18.3","16.3","0.7","2.0","2.0",".",".",".",".",".",".",".","."
"Principles-Macroeconomics","Course Total","581","2.849","17.6","17.7","19.4","20.8","17.7","3.8","1.9","0.5",".",".",".",".","0.3",".","0.2","."
"Prin/Econ-Accelratd Treatmt","111
001","29","3.259","41.4","13.8","17.2","10.3","17.2",".",".",".",".",".",".",".",".",".",".","."
"Internship Economics","228
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","299
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","300
001","18","2.583","5.6","16.7","22.2","22.2","22.2","11.1",".",".",".",".",".",".",".",".",".","."
"","300
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Introduction to Finance","Course Total","23","2.696","8.7","17.4","26.1","17.4","21.7","8.7",".",".",".",".",".",".",".",".",".","."
"","301
001","174","2.793","18.4","11.5","27.6","18.4","15.5","5.7","2.9",".",".",".",".",".",".",".",".","."
"","301
002","179","2.791","20.7","12.3","17.9","26.3","14.0","6.1","2.8",".",".",".",".",".",".",".",".","."
"Intmed Microeconomic Theory","Course Total","353","2.792","19.5","11.9","22.7","22.4","14.7","5.9","2.8",".",".",".",".",".",".",".",".","."
"","302
001","112","3.032","21.4","25.0","20.5","17.0","8.9","5.4","0.9","0.9",".",".",".",".",".",".",".","."
"","302
002","184","2.847","16.8","15.8","27.7","19.0","12.0","6.0","2.2",".",".",".",".",".",".",".","0.5","."
"Intmed Macroeconomic Theory","Course Total","296","2.917","18.6","19.3","25.0","18.2","10.8","5.7","1.7","0.3",".",".",".",".",".",".","0.3","."
"The Real Estate Process","306
001","51","2.670","11.8","17.6","21.6","15.7","21.6","5.9","3.9",".",".",".",".",".",".","2.0",".","."
"Stats:Measrmnt in Economics","310
001","313","2.910","18.5","18.5","21.1","18.5","19.2","2.2","1.3",".",".",".",".",".","0.3","0.3",".","."
"","312
001","19","3.526","36.8","31.6","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
312","51","3.500","33.3","35.3","29.4","2.0",".",".",".",".",".",".",".",".",".",".",".","."
"Intmed Macroecon-Adv","Course Total","70","3.507","34.3","34.3","30.0","1.4",".",".",".",".",".",".",".",".",".",".",".","."
"","320
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","320
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","320
004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Investment Theory","Course Total","5","***","","","","","","","","","","","","","","","",""
"Money and Banking","330
001","167","2.737","8.4","17.4","24.0","28.1","15.6","6.0","0.6",".",".",".",".",".",".",".",".","."
"Environmental Economics","343
001","95","2.952","15.8","16.8","26.3","26.3","9.5","3.2",".",".",".",".",".",".",".","2.1",".","."
"Contemporary Economic Issues","390
014","29","3.379","31.0","17.2","48.3","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"Introductory Econometrics","410
001","91","3.093","19.8","24.2","30.8","16.5","4.4","3.3","1.1",".",".",".",".",".",".",".",".","."
"Urban & Regional Economics","420
002","11","3.000","9.1","27.3","27.3","27.3","9.1",".",".",".",".",".",".",".",".",".",".","."
"Economic Decision Analysis","421
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"The Financial System","435
001","43","3.337","32.6","23.3","30.2","11.6",".","2.3",".",".",".",".",".",".",".",".",".","."
"Human Resources-Econ Growth","448
001","65","2.887","12.3","12.3","41.5","12.3","10.8","6.2",".",".",".",".",".",".","1.5","3.1",".","."
"Wages and the Labor Market","001
450","112","3.022","14.3","25.0","34.8","11.6","10.7","2.7","0.9",".",".",".",".",".",".",".",".","."
"Economic Approach-Human Behav","451
001","32","2.953","9.4","15.6","46.9","12.5","15.6",".",".",".",".",".",".",".",".",".",".","."
"Indust Struct&Comptitv Stratgy","458
001","36","3.700","47.2","41.7","8.3",".",".",".",".",".",".",".",".",".","2.8",".",".","."
"Latin Amer Economc Develpmt","462
001","32","3.516","43.8","25.0","21.9","9.4",".",".",".",".",".",".",".",".",".",".",".","."
