"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","358","3.791","77.9","12.8","5.9","1.4","1.1","0.3","0.3","0.3","",".",".",".","",".","",".",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","60","3.689","75.0","10.0","8.3","1.7","3.3",".","1.7",".","",".",".",".","",".","",".",".",".","."
"Sophomore","","85","3.786","69.4","22.4","5.9",".","2.4",".",".",".","",".",".",".","",".","",".",".",".","."
"Junior","","77","3.792","87.0","6.5","2.6","2.6",".","1.3",".",".","",".",".",".","",".","",".",".",".","."
"Senior","","134","3.828","77.6","14.2","6.7","0.7",".",".",".","0.7","",".",".",".","",".","",".",".",".","."
"Undergraduates","","356","3.793","77.2","13.8","5.9","1.1","1.1","0.3","0.3","0.3","",".",".",".","",".","",".",".",".","."
"Special","","7","3.679","85.7",".",".","14.3",".",".",".",".","",".",".",".","",".","",".",".",".","."
"","College Total","363","3.791","77.4","13.5","5.8","1.4","1.1","0.3","0.3","0.3","",".",".",".","",".","",".",".",".","."
