"","990
097","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
099","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
101","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","119","",".",".",".",".",".",".",".","72.3",".",".",".","27.7",".",".",".","."
"PHYSICS
754","Dept. Total","3282","3.102","26.5","20.4","22.9","12.7","10.6","1.9","0.5","2.9",".",".",".","1.0","0.3","0.1",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","156","3.186","32.7","21.2","20.5","18.6","5.1","0.6","1.3",".",".",".",".",".",".",".",".","."
"Sophomore","","668","2.985","21.9","19.5","26.3","14.2","14.4","2.4","0.9",".",".",".",".",".",".",".",".","0.4"
"Junior","","1125","3.064","24.6","20.7","25.8","13.2","12.8","1.9","0.5",".",".",".",".",".","0.3",".",".","0.2"
"Senior","","964","3.113","28.2","20.7","22.3","14.6","10.4","2.3","0.3","0.3",".",".",".",".","0.4","0.2",".","0.2"
"Undergraduates","","2913","3.066","25.6","20.5","24.5","14.2","11.9","2.1","0.6","0.1",".",".",".",".","0.2","0.1",".","0.2"
"Special","","44","3.555","50.0","25.0","13.6","4.5","2.3","2.3",".","2.3",".",".",".",".",".",".",".","."
"Graduate","","324","3.665","31.5","19.1","10.5","0.3",".",".",".","27.8",".",".",".","10.2","0.6",".",".","."
"Prof Yr 4","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","3282","3.102","26.5","20.4","22.9","12.7","10.6","1.9","0.5","2.9",".",".",".","1.0","0.3","0.1",".","0.2"
