"","990
097","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
098","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","28","",".",".",".",".",".",".",".","67.9",".",".",".","32.1",".",".",".","."
"Spec Work-Ag & Appl Economics","999
093","1","***","","","","","","","","","",".",".",".",".",".",".","."
"A A E
108","Dept. Total","652","3.355","37.9","20.4","18.4","8.0","4.9","0.8","1.1","4.0",".",".",".","1.4","2.8","0.3","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","",""
"Freshmen","","25","2.938","8.0","20.0","40.0","16.0","8.0","4.0",".",".",".",".",".",".",".","4.0",".","."
"Sophomore","","74","3.304","28.4","31.1","24.3","9.5","4.1",".","1.4",".",".",".",".",".","1.4",".",".","."
"Junior","","132","3.329","38.6","23.5","19.7","11.4","4.5","0.8","1.5",".",".",".",".",".",".",".",".","."
"Senior","","278","3.278","39.2","20.5","20.5","8.6","7.6","1.1","1.4","0.4",".",".",".",".","0.7",".",".","."
"Undergraduates","","509","3.280","36.0","22.8","21.8","9.8","6.3","1.0","1.4","0.2",".",".",".",".","0.6","0.2",".","."
"Special","","16","3.667","43.8","25.0","6.3","6.3",".",".",".","12.5",".",".",".",".","6.3",".",".","."
"Graduate","","127","3.797","44.9","10.2","6.3","0.8",".",".",".","18.1",".",".",".","7.1","11.0","0.8","0.8","."
"","Dept. Total","652","3.355","37.9","20.4","18.4","8.0","4.9","0.8","1.1","4.0",".",".",".","1.4","2.8","0.3","0.2","."
