"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"","414
001","57","2.860","10.5","19.3","35.1","19.3","7.0","8.8",".",".",".",".",".",".",".",".",".","."
"","414
002","14","3.321","35.7","28.6","7.1","21.4","7.1",".",".",".",".",".",".",".",".",".",".","."
"Cognitive Psychology","Course Total","71","2.951","15.5","21.1","29.6","19.7","7.0","7.0",".",".",".",".",".",".",".",".",".","."
"Animal Behavior-Primates","001
450","290","3.107","16.9","22.8","39.3","11.4","6.2","0.3","1.7","1.0",".",".",".",".","0.3",".",".","."
"Honors Smr-Cognitive Psych","481
001","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Depth Topic","501
001","57","2.825","14.0","14.0","28.1","24.6","14.0","3.5","1.8",".",".",".",".",".",".",".",".","."
"Affective Neuroscience","504
001","54","3.712","61.1","20.4","9.3","5.6",".",".",".",".",".",".",".",".",".",".",".","3.7"
"Psychology of Personality","507
001","178","3.020","20.8","12.9","34.8","16.9","11.2","2.8",".",".",".",".",".",".","0.6",".",".","."
"Abnormal Psychology","509
001","258","2.750","18.6","17.4","21.7","9.3","22.1","7.0","3.9",".",".",".",".",".",".",".",".","."
"Bhv Pathology-Psychoses","512
001","41","2.923","24.4","12.2","26.8","17.1","4.9","4.9","4.9",".",".",".",".",".","2.4","2.4",".","."
"How We Read:Science&Educ Impl","520
001","53","3.520","43.4","32.1","13.2","3.8","1.9",".","1.9",".",".",".",".",".",".","3.8",".","."
"Neurobi II:Intr-Brain&Behav","524
001","11","3.136","27.3","18.2","27.3","9.1","18.2",".",".",".",".",".",".",".",".",".",".","."
"Criminal Mind:Forensics/Scienc","526
001","84","3.143","15.5","38.1","25.0","11.9","7.1",".","2.4",".",".",".",".",".",".",".",".","."
"","530
001","65","3.531","44.6","21.5","27.7","3.1","1.5",".",".",".",".",".",".",".",".",".","1.5","."
"","530
002","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Social Psychology","Course Total","74","3.560","47.3","23.0","24.3","2.7","1.4",".",".",".",".",".",".",".",".",".","1.4","."
"","001
560","183","3.075","20.8","21.3","30.1","13.1","12.0","2.2",".","0.5",".",".",".",".",".",".",".","."
"","560
002","15","3.400","20.0","46.7","26.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Child Psychology","Course Total","198","3.097","20.7","23.2","29.8","12.6","11.1","2.0",".","0.5",".",".",".",".",".",".",".","."
"Honors Seminar in Child Psych","001
580","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","581
001","14","3.821","71.4","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
581","12","3.708","58.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Depth Topic","Course Total","26","3.769","65.4","23.1","11.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Criminal Mind:Forensics/Scienc","586
001","14","3.679","50.0","35.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Systems Neuroscience","611
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","620
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","620
006","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","620
007","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","620
009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","620
010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","620
011","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","620
014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","620
016","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","620
017","37","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","620
019","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","620
020","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","620
022","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","620
023","24","3.957","95.8",".","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","620
038","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","620
040","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","620
044","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","620
053","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","620
065","3","***","","","","","","","","","",".",".",".",".",".",".","."
