"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","11355","3.268","38.9","15.8","19.1","7.0","7.8","2.0","0.4","4.8","0.0","0.5",".","2.6","0.8","0.0","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","639","2.933","24.4","15.0","25.4","13.3","15.3","5.3","0.2",".",".","0.8",".",".","0.2","0.2",".","."
"Sophomore","","1449","3.211","35.7","18.2","22.8","12.1","7.2","1.7","0.3",".",".","1.4",".",".","0.4",".",".","."
"Junior","","2341","3.198","37.2","17.0","22.7","8.4","10.8","2.6","0.4","0.1",".","0.5",".",".","0.4","0.0","0.0","."
"Senior","","4748","3.281","41.4","17.6","21.2","6.6","8.8","2.1","0.7","0.3",".","0.1",".","0.1","0.8","0.0","0.1","."
"Undergraduates","","9177","3.223","38.2","17.4","22.1","8.4","9.5","2.4","0.5","0.2",".","0.5",".","0.1","0.6","0.0","0.1","."
"Special","","232","3.409","40.9","19.0","17.7","6.5","2.2","0.9","1.7","5.6",".","0.4",".",".","2.6","0.4","2.2","."
"Graduate","","1934","3.735","41.7","7.8","5.1","0.6","0.6","0.1","0.1","26.4","0.2","1.0",".","14.8","1.5","0.1","0.2","."
"Prof Yr 1","","1","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"Prof Yr 2","","2","",".",".",".",".",".",".",".",".",".",".",".","50.0",".",".","50.0","."
"Prof Yr 3","","5","3.500","60.0",".","20.0",".",".",".",".",".",".",".",".","20.0",".",".",".","."
"Prof Yr 4","","7","3.921","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","15","3.820","60.0","6.7","6.7",".",".",".",".",".",".",".",".","20.0",".",".","6.7","."
"","College Total","11358","3.268","38.9","15.8","19.1","7.0","7.8","2.0","0.4","4.8","0.0","0.5",".","2.6","0.8","0.0","0.1","."
