"ALS","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (C A L S)","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ways of Knowing:Med&Society","152
001","20","3.900","90.0","5.0",".","5.0",".",".","",".","",".","",".","",".",".","",".","",".",".",".","."
"Intro-Int'l Issues Ag&Life Sci","165
001","50","3.816","76.0","16.0","2.0",".","4.0",".","",".","",".","",".","",".",".","",".","","2.0",".",".","."
"WISE Seminar","175
001","18","4.000","100.0",".",".",".",".",".","",".","",".","",".","",".",".","",".","",".",".",".","."
"World Hunger & Malnutrition","350
001","3","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Special Topics","375
001","20","4.000","100.0",".",".",".",".",".","",".","",".","",".","",".",".","",".","",".",".",".","."
"INTER-AG
494","Dept. Total","111","3.879","85.6","9.9","0.9","0.9","1.8","",".","",".","",".","",".",".","",".","",".","0.9",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","21","3.738","76.2","14.3",".",".","9.5","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","59","3.914","86.4","8.5","1.7","1.7",".","",".","",".","",".","",".",".","",".","",".","1.7",".",".","."
"Junior","","25","3.879","88.0","12.0",".",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","5","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","110","3.878","85.5","10.0","0.9","0.9","1.8","",".","",".","",".","",".",".","",".","",".","0.9",".",".","."
"Special","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","111","3.879","85.6","9.9","0.9","0.9","1.8","",".","",".","",".","",".",".","",".","",".","0.9",".",".","."
