"SOCIAL WORK","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","",""
"Issues in Dev. Disabilities","Course Total","","42","3.671","52.4","31.0","9.5","4.8",".",".",".",".",".",".",".",".","2.4",".",".","."
"Methods-Social Wrk Research","650
001","","107","3.143","30.8","13.1","33.6","2.8","11.2","5.6",".",".",".",".",".",".","2.8",".",".","."
"","656
001","","25","3.773","64.0","28.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
656","","12","3.375","33.3","16.7","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Fam Prac-Foster & Kinship Care","Course Total","","37","3.667","54.1","24.3","18.9","2.7",".",".",".",".",".",".",".",".",".",".",".","."
"Intl Aspects of Social Work","001
659","","23","3.885","78.3","21.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Contemp Soc Welfare","662
001","","21","3.738","61.9","23.8","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Contemp Soc Welfare","664
001","","24","3.935","91.7","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Contemp Soc Welfare","665
001","","23","3.850","73.9","21.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","672
001","","8","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","672
002","","11","3.700","54.5","27.3",".","9.1",".",".",".","9.1",".",".",".",".",".",".",".","."
"Topics-Contemp Soc Welfare","Course Total","","19","3.722","52.6","36.8",".","5.3",".",".",".","5.3",".",".",".",".",".",".",".","."
"","699
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","14","3.700","71.4","7.1",".",".","7.1",".",".",".",".",".",".",".","7.1",".","7.1","."
"Human Behavior & Environmnt","001
711","","43","3.477","34.9","44.2","14.0","4.7",".",".","2.3",".",".",".",".",".",".",".",".","."
"","742
001","","9","3.278",".","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","742
002","","34","3.500","20.6","55.9","20.6",".",".",".",".","2.9",".",".",".",".",".",".",".","."
"","742
004","","20","3.450","40.0","20.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Assess&Treat Chld&Adolescnt","Course Total","","63","3.452","23.8","46.0","23.8","4.8",".",".",".","1.6",".",".",".",".",".",".",".","."
"Intrdis Care-Chld/Spec Hlth Nd","746
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","801
001","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
003","","8","3.932","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
005","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","801
007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","801
008","","7","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","801
011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","801
012","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
013","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
014","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
015","","12","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","021
801","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","022
801","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
023","","12","3.750","66.7","25.0",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"June 25, 2014","","","","","","","","","","","","","","","","","","","Page 304 of 409",""
