"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"","675
004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","675
006","","15","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"General Seminar","Course Total","","40","3.913","82.5","12.5",".",".",".",".",".","2.5",".",".",".",".",".","2.5",".","."
"","690
010","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","690
053","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","690
068","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","690
088","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","690
095","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","690
099","","13","3.806","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Field Work","Course Total","","60","3.956","96.7","3.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"School Practicum in Com Dis","692
001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
075","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research & Eval Paradigms","714
001","","14","4.000","57.1",".",".",".",".",".",".",".",".",".",".",".","42.9",".",".","."
"Design of Rsch in Curric","715
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Qualitative Research","719
001","","6","3.900","66.7","16.7",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Qual Rsch Mthds-Educ: Field I","788
001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Qual Rsch Mthds-Educ: Field II","789
002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interactv Media&Comp-Curric","801
001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Goals,Content&Progm-Math Ed","810
001","","13","4.000","92.3",".",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"Culturally Relevnt Pedagogy","844
001","","26","4.000","96.2",".",".",".",".",".",".","3.8",".",".",".",".",".",".",".","."
"Supervisn-Teacher Education","860
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Semiotics for Education","864
001","","11","4.000","90.9",".",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Smr-Curriculum Development","910
001","","20","4.000","95.0",".",".",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"Spec Topics:Rsch&Eval-C&I","916
001","","14","4.000","78.6",".",".",".",".",".",".",".",".",".",".",".","21.4",".",".","."
"Seminar-Science Education","960
001","","13","4.000","92.3",".",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"","975
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","975
002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","975
003","","14","3.958","78.6","7.1",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"","975
004","","6","3.875","50.0","16.7",".",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"","005
975","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"","975
006","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"General Seminar","Course Total","","58","3.981","87.9","3.4",".",".",".",".",".",".",".",".",".",".","8.6",".",".","."
"","990
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
006","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
