"","990
025","4","***","","","","","","","","","",".",".",".","",".",".",".","."
"","990
038","5","***","","","","","","","","","",".",".",".","",".",".",".","."
"","990
050","2","***","","","","","","","","","",".",".",".","",".",".",".","."
"Research","Course Total","16","",".",".",".",".",".",".",".","100.0",".",".",".","",".",".",".",".","."
"L SC COM
120","Dept. Total","587","3.617","55.2","20.3","12.8","2.6","2.7","0.9","0.3","2.7",".","1.9",".","",".","0.5",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","65","3.662","60.0","24.6","12.3",".",".","3.1",".",".",".",".",".","",".",".",".",".","."
"Sophomore","","90","3.711","64.4","27.8","3.3","1.1","1.1","1.1","1.1",".",".",".",".","",".",".",".",".","."
"Junior","","134","3.516","50.0","23.1","17.2","4.5","3.7","0.7","0.7",".",".",".",".","",".",".",".",".","."
"Senior","","238","3.584","55.9","18.1","17.2","3.4","4.2","0.4",".",".",".",".",".","",".","0.8",".",".","."
"Undergraduates","","527","3.599","56.4","21.8","14.2","2.8","3.0","0.9","0.4",".",".",".",".","",".","0.4",".",".","."
"Special","","2","",".",".",".",".",".",".",".",".",".","50.0",".","",".",".",".","50.0","."
"Graduate","","54","3.926","42.6","7.4",".",".",".",".",".","29.6",".","18.5",".","",".","1.9",".",".","."
"Prof Yr 4","","4","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Professionals","","4","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"","Dept. Total","587","3.617","55.2","20.3","12.8","2.6","2.7","0.9","0.3","2.7",".","1.9",".","",".","0.5",".","0.2","."
