"","","Grades","GPA","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","",""
"","990
030","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis-Research","Course Total","59","",".",".",".",".",".",".",".","89.8",".",".",".","10.2",".",".",".","."
"CBE
220","Dept. Total","927","3.179","29.6","17.2","17.8","11.7","7.4","2.6","0.2","12.0",".",".",".","1.3","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","",""
"Sophomore","","19","2.950","42.1","10.5","10.5","15.8","10.5","10.5",".",".",".",".",".",".",".",".",".","."
"Junior","","131","3.001","22.1","22.1","19.1","19.8","10.7","6.1",".",".",".",".",".",".",".",".",".","."
"Senior","","575","3.191","33.9","19.8","21.6","12.9","8.7","2.4","0.2",".",".",".",".",".","0.5",".",".","."
"Undergraduates","","725","3.150","32.0","20.0","20.8","14.2","9.1","3.3","0.1",".",".",".",".",".","0.4",".",".","."
"Special","","18","2.718","11.1","16.7","22.2","27.8","16.7",".","5.6",".",".",".",".",".",".",".",".","."
"Graduate","","182","3.709","20.9","6.0","5.5",".",".",".",".","61.0",".",".",".","6.6",".",".",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","927","3.179","29.6","17.2","17.8","11.7","7.4","2.6","0.2","12.0",".",".",".","1.3","0.3",".",".","."
