"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
008","18","3.139","22.2","16.7","33.3","22.2","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
009","17","3.118","23.5","17.6","23.5","29.4","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
010","17","3.118","17.6","23.5","35.3","11.8","11.8",".",".",".",".",".",".",".",".",".",".","."
"","344
011","16","3.125","25.0",".","56.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
012","18","3.111","16.7","27.8","38.9","5.6","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"","344
013","17","3.147","17.6","23.5","35.3","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
014","18","3.056","16.7","11.1","55.6",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","344
015","17","3.088","17.6","23.5","35.3","17.6",".","5.9",".",".",".",".",".",".",".",".",".","."
"","344
016","16","3.063","18.8","12.5","37.5","25.0","6.3",".",".",".",".",".",".",".",".",".",".","."
"","017
344","18","3.139","22.2","22.2","22.2","27.8","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
018","16","3.125","25.0","6.3","43.8","18.8","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
019","17","2.971","29.4","11.8","35.3","5.9","5.9","5.9","5.9",".",".",".",".",".",".",".",".","."
"","344
020","16","3.156","25.0","12.5","43.8","6.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"","344
021","18","3.083","27.8","5.6","33.3","22.2","11.1",".",".",".",".",".",".",".",".",".",".","."
"","022
344","15","3.133","13.3","26.7","46.7",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"","344
023","17","3.118","29.4","11.8","41.2","11.8",".",".","5.9",".",".",".",".",".",".",".",".","."
"","344
024","18","3.111","11.1","33.3","33.3","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","344
025","18","3.083","16.7","5.6","55.6","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","344
026","16","3.156","18.8","25.0","31.3","18.8","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
027","16","3.094","25.0","6.3","37.5","25.0","6.3",".",".",".",".",".",".",".",".",".",".","."
"","028
344","17","3.147","35.3",".","35.3","17.6","11.8",".",".",".",".",".",".",".",".",".",".","."
"","029
344","18","3.167","33.3",".","38.9","22.2","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
030","17","3.088","23.5",".","58.8","5.9","11.8",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","511","3.113","21.9","14.7","38.7","16.4","7.0","0.8","0.4",".",".",".",".",".",".",".",".","."
"","001
345","208","2.766","20.2","14.9","20.2","16.3","19.2","2.4","6.3",".",".",".",".",".",".",".",".","0.5"
"","345
002","335","2.840","22.1","6.6","31.9","8.1","25.7","4.5","0.9",".",".",".",".",".","0.3",".",".","."
"","345
003","199","2.852","22.1","10.6","28.6","8.0","25.1","3.5","2.0",".",".",".",".",".",".",".",".","."
"","345
004","49","3.020","22.4","12.2","34.7","16.3","12.2",".","2.0",".",".",".",".",".",".",".",".","."
"","005
345","181","2.840","23.2","4.4","35.4","5.5","26.5","2.8","2.2",".",".",".",".",".",".",".",".","."
"Intmed Organic Chemistry","Course Total","972","2.836","21.9","9.1","29.5","9.8","23.7","3.3","2.6",".",".",".",".",".","0.1",".",".","0.1"
"Polymeric Materials","421
001","16","3.267","12.5","37.5","37.5",".","6.3",".",".",".",".",".",".",".",".","6.3",".","."
"Inorganic Chemistry","511
001","25","2.580","28.0","4.0","20.0","8.0","24.0","4.0","12.0",".",".",".",".",".",".",".",".","."
"Chemical Instrumentation","524
001","32","3.375","53.1","18.8","9.4","6.3","3.1","9.4",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","561
001","49","2.865","22.4","14.3","32.7","12.2","4.1","4.1","8.2","2.0",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","91","2.933","19.8","17.6","28.6","15.4","11.0","3.3","3.3","1.1",".",".",".",".",".",".",".","."
"","563
001","12","2.875","8.3","41.7","16.7","16.7",".","16.7",".",".",".",".",".",".",".",".",".","."
"","563
003","11","3.409","54.5","9.1","9.1","18.2","9.1",".",".",".",".",".",".",".",".",".",".","."
"","563
004","11","3.682","45.5","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
006","9","3.500","44.4","11.1","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","43","3.349","37.2","27.9","18.6","9.3","2.3","4.7",".",".",".",".",".",".",".",".",".","."
"","564
001","15","3.667","60.0","26.7","6.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","564
003","15","3.033","40.0","20.0","6.7","13.3","6.7","6.7","6.7",".",".",".",".",".",".",".",".","."
"","564
004","12","2.833","16.7","25.0","16.7","25.0",".","16.7",".",".",".",".",".",".",".",".",".","."
"","006
564","12","3.125","33.3","16.7","16.7","8.3","25.0",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","54","3.185","38.9","22.2","11.1","11.1","9.3","5.6","1.9",".",".",".",".",".",".",".",".","."
