"EDU","","","","","","","","","","","","","","","","","","",""
"CURRICULUM AND INSTRUCTIO Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","",""
"Course Total
Independent Reading","37","4.000","89.2",".",".",".",".",".",".","5.4",".",".","",".",".","5.4",".",".","."
"CURRIC
Dept. Total
272","2145","3.918","67.5","6.7","1.5","0.3","0.1","0.0","0.0","5.0","0.0","15.8","",".","1.2","1.4","0.0",".","0.3"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","",""
"Freshmen","32","3.849","75.0","15.6","6.3",".",".",".",".",".",".",".","",".",".","3.1",".",".","."
"Sophomore","70","3.939","87.1","8.6","1.4",".",".",".",".",".",".",".","",".",".","2.9",".",".","."
"Junior","265","3.857","71.3","10.2","3.8","1.5",".",".","0.4",".",".","10.9","",".",".",".",".",".","1.9"
"Senior","1109","3.904","63.1","8.2","1.5","0.3","0.1","0.1",".","0.2",".","26.1","",".",".","0.4",".",".","."
"Undergraduates","1476","3.894","66.0","8.7","2.0","0.5","0.1","0.1","0.1","0.1",".","21.6","",".",".","0.5",".",".","0.3"
"Special","180","3.967","85.6","2.8","1.1",".",".",".",".","0.6",".","7.8","",".",".","1.7",".",".","0.6"
"Graduate","489","3.974","65.2","2.0","0.2",".","0.2",".",".","21.5","0.2","1.0","",".","5.1","4.3","0.2",".","."
"Dept. Total","2145","3.918","67.5","6.7","1.5","0.3","0.1","0.0","0.0","5.0","0.0","15.8","",".","1.2","1.4","0.0",".","0.3"
