"","998
060","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","998
062","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","998
083","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Chemical Biology","Course Total","44","",".",".",".",".",".",".",".","86.4",".",".",".","11.4",".",".","2.3","."
"CHEM
224","Dept. Total","6231","2.976","25.4","11.8","25.6","10.6","15.5","2.8","1.4","5.1","0.0","1.4",".","0.3","0.0","0.0","0.0","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"Freshmen","","736","2.758","15.4","9.9","30.6","15.6","22.6","4.5","1.5",".",".",".",".",".",".",".",".","."
"Sophomore","","2011","3.021","24.1","14.6","28.4","12.5","17.2","2.4","0.7",".",".",".",".",".","0.0",".",".","."
"Junior","","1668","2.988","25.7","11.6","30.3","10.5","17.3","2.8","1.6",".",".",".",".",".","0.1",".",".","0.2"
"Senior","","1044","2.901","29.7","12.3","24.2","10.8","14.8","4.1","3.3","0.3",".","0.3",".","0.1",".",".","0.1","."
"Undergraduates","","5459","2.952","24.5","12.6","28.5","12.0","17.5","3.1","1.6","0.1",".","0.1",".","0.0","0.1",".","0.0","0.1"
"Special","","67","3.160","37.3","13.4","19.4","7.5","11.9","4.5","3.0","1.5",".",".",".",".",".","1.5",".","."
"Graduate","","881","3.774","43.9","4.3","3.1","0.1","0.1",".",".","36.1","0.1","9.4",".","2.6",".","0.1","0.1","."
"Prof Yr 4","","3","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Professionals","","3","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"","Dept. Total","6410","2.976","27.3","11.5","24.9","10.3","15.0","2.7","1.4","5.0","0.0","1.3",".","0.4","0.0","0.0","0.0","0.1"
