"","990
030","5","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
032","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
037","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","34","",".",".",".",".",".",".",".","67.6",".",".",".","32.4","",".",".",".","."
"DY SCI
292","Dept. Total","245","3.561","64.5","5.3","6.1","0.8","6.5","2.4","0.4","9.4",".",".",".","4.5","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"292
DY SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","21","3.500","61.9","23.8",".",".","4.8","9.5",".",".",".",".",".",".","",".",".",".","."
"Junior","","48","3.356","56.3","4.2","18.8","2.1","18.8",".",".",".",".",".",".",".","",".",".",".","."
"Senior","","74","3.506","70.3","5.4","8.1","1.4","8.1","5.4","1.4",".",".",".",".",".","",".",".",".","."
"Undergraduates","","151","3.479","65.6","7.9","9.9","1.3","10.6","4.0","0.7",".",".",".",".",".","",".",".",".","."
"Graduate","","94","3.978","62.8","1.1",".",".",".",".",".","24.5",".",".",".","11.7","",".",".",".","."
"","Dept. Total","245","3.561","64.5","5.3","6.1","0.8","6.5","2.4","0.4","9.4",".",".",".","4.5","",".",".",".","."
