"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","46","2.837","19.6","6.5","32.6","13.0","23.9","4.3",".",".",".",".",".",".",".",".",".","."
"","002
100","45","2.977","28.9","4.4","33.3","8.9","17.8","2.2","2.2","2.2",".",".",".",".",".",".",".","."
"","003
100","45","2.867","22.2","4.4","37.8","8.9","20.0","6.7",".",".",".",".",".",".",".",".",".","."
"","100
004","44","2.977","31.8",".","36.4","9.1","15.9","6.8",".",".",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","180","2.913","25.6","3.9","35.0","10.0","19.4","5.0","0.6","0.6",".",".",".",".",".",".",".","."
"","211
001","30","2.850","16.7","3.3","46.7",".","33.3",".",".",".",".",".",".",".",".",".",".","."
"","211
002","24","2.813","12.5","8.3","29.2","29.2","20.8",".",".",".",".",".",".",".",".",".",".","."
"","003
211","37","3.027","18.9","10.8","45.9","10.8","10.8","2.7",".",".",".",".",".",".",".",".",".","."
"","004
211","33","3.000","15.2","15.2","45.5","9.1","6.1","6.1",".",".",".",".",".",".","3.0",".",".","."
"","211
005","35","3.029","17.1","20.0","40.0","2.9","17.1","2.9",".",".",".",".",".",".",".",".",".","."
"","006
211","35","2.943","14.3","11.4","42.9","11.4","20.0",".",".",".",".",".",".",".",".",".",".","."
"","211
007","38","2.908","23.7","5.3","36.8","2.6","28.9","2.6",".",".",".",".",".",".",".",".",".","."
"","211
008","40","2.838","10.0","17.5","32.5","15.0","22.5","2.5",".",".",".",".",".",".",".",".",".","."
"","211
009","37","3.203","32.4","10.8","35.1","8.1","13.5",".",".",".",".",".",".",".",".",".",".","."
"","211
010","38","3.053","23.7","18.4","31.6","2.6","21.1","2.6",".",".",".",".",".",".",".",".",".","."
"","211
011","25","2.940","12.0","8.0","56.0","4.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","211
013","34","2.912","14.7","14.7","35.3","8.8","26.5",".",".",".",".",".",".",".",".",".",".","."
"","211
014","38","3.026","21.1","15.8","31.6","15.8","13.2","2.6",".",".",".",".",".",".",".",".",".","."
"","015
211","38","3.171","34.2","7.9","34.2","5.3","18.4",".",".",".",".",".",".",".",".",".",".","."
"","016
211","37","2.946","16.2","8.1","48.6","13.5","10.8",".","2.7",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","519","2.984","19.3","11.9","39.1","9.1","18.7","1.5","0.2",".",".",".",".",".","0.2",".",".","."
"","300
001","190","3.270","27.4","24.7","30.0","11.1","5.3","1.1",".","0.5",".",".",".",".",".",".",".","."
"","300
002","42","3.405","35.7","28.6","26.2","4.8","2.4","2.4",".",".",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","232","3.294","28.9","25.4","29.3","9.9","4.7","1.3",".","0.4",".",".",".",".",".",".",".","."
"","001
301","43","3.337","30.2","30.2","20.9","14.0","4.7",".",".",".",".",".",".",".",".",".",".","."
"","002
301","46","3.228","39.1","10.9","26.1","13.0","6.5","4.3",".",".",".",".",".",".",".",".",".","."
"","301
003","40","3.275","27.5","22.5","32.5","12.5","5.0",".",".",".",".",".",".",".",".",".",".","."
"","301
004","29","3.276","27.6","27.6","24.1","13.8","6.9",".",".",".",".",".",".",".",".",".",".","."
"","301
005","45","3.322","44.4","22.2","15.6","6.7","4.4","4.4","2.2",".",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","203","3.288","34.5","22.2","23.6","11.8","5.4","2.0","0.5",".",".",".",".",".",".",".",".","."
"","302
001","34","3.265","26.5","8.8","55.9","8.8",".",".",".",".",".",".",".",".",".",".",".","."
"","302
002","30","3.283","30.0","13.3","43.3","10.0","3.3",".",".",".",".",".",".",".",".",".",".","."
"","302
003","16","3.188","25.0","18.8","37.5","6.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting II","Course Total","80","3.256","27.5","12.5","47.5","8.8","3.8",".",".",".",".",".",".",".",".",".",".","."
"","310
001","44","3.352","34.1","34.1","13.6","9.1","6.8","2.3",".",".",".",".",".",".",".",".",".","."
"","310
002","25","2.960","16.0","24.0","32.0","8.0","12.0","8.0",".",".",".",".",".",".",".",".",".","."
"Cost Management Systems","Course Total","69","3.210","27.5","30.4","20.3","8.7","8.7","4.3",".",".",".",".",".",".",".",".",".","."
"Taxatn:Bus & Persnl Planng","329
001","40","3.013","20.0","15.0","30.0","22.5","10.0","2.5",".",".",".",".",".",".",".",".",".","."
"","406
001","21","3.024","19.0","4.8","52.4","9.5","14.3",".",".",".",".",".",".",".",".",".",".","."
"","002
406","18","3.389","33.3","16.7","44.4","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Financial Reporting","Course Total","39","3.192","25.6","10.3","48.7","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"Acct Internshp & Prac Rsch","600
001","73","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pro Prac Iss-Acct & Auditng","601
001","73","3.733","49.3","47.9","2.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Financial Statement Analysis","603
001","27","3.611","40.7","40.7","18.5",".",".",".",".",".",".",".",".",".",".",".",".","."
