"NUCLEAR ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","",""
"1
Cooperative Education Prog","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"231
Survey-Nuclear Engineering","001","","24","",".",".",".",".",".",".",".",".",".","95.8","4.2",".",".",".",".","."
"405
Nuclear Reactor Theory","001","","34","3.676","64.7","11.8","20.6",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"408
Ionizing Radiation","001","","37","3.324","40.5","24.3","10.8","8.1","16.2",".",".",".",".",".",".",".",".",".",".","."
"412
Nuclear Reactor Design","001","","25","3.725","64.0","20.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"427
Nuclear Instrumentation Lab","001","","16","3.156","25.0","25.0","37.5","6.3",".",".","6.3",".",".",".",".",".",".",".",".","."
"428","001","","8","3.313","12.5","37.5","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"428","002","","8","3.500","87.5",".",".",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"Nuclear Reactor Laboratory","Course Total","","16","3.406","50.0","18.8","25.0",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"433
Principles of Corrosion","001","","11","3.727","63.6","18.2","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"489
Honors in Research","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"506
Monte Carlo Radiatn Transport","001","","21","3.475","23.8","47.6","19.0","4.8",".",".",".",".",".",".",".",".","4.8",".",".","."
"520
2-Phase Flow & Heat Transfr","001","","10","3.600","40.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"525
Introduction to Plasmas","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"526
Lab Course in Plasmas","001","","13","3.417","23.1","30.8","38.5",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"527
Plasma Confinement&Heating","001","","10","3.400","10.0","60.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"571
Econ&Envr Aspect-Nuc Energy","001","","30","3.397","20.0","36.7","40.0",".",".",".",".",".",".",".",".",".","3.3",".",".","."
"574
Meth-Risk Anal Nuc Pwr Plnt","001","","10","3.350","10.0","60.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"724
Waves&Instabilities-Plasmas","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"726
Plasma Magnetohydrodynamics","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","035","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research & Thesis","Course Total","","12","",".",".",".",".",".",".",".","41.7",".",".",".","58.3",".",".",".","."
"890","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","018","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"890","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Dissertator's Research","Course Total","","30","",".",".",".",".",".",".",".","63.3","3.3",".",".","33.3",".",".",".","."
