"Folklore-Festivls&Celebratn","539
001","7","3.750","57.1","14.3","14.3",".",".",".",".","14.3",".","",".",".","",".","",".","",".",".","."
"Seminar-American Folklore","630
001","7","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Seminar in Ethnomusicology","915
001","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"FOLKLORE
380","Dept. Total","183","3.625","55.7","21.9","10.9","6.0","2.2","0.5","0.5","2.2","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.227","16.7","41.7","16.7","8.3","16.7",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","36","3.519","36.1","41.7","13.9","8.3",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","43","3.566","60.5","11.6","16.3","7.0","2.3",".","2.3",".","",".",".","",".","",".","",".",".",".","."
"Senior","","73","3.697","64.4","17.8","8.2","5.5","1.4","1.4",".","1.4","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","164","3.592","53.7","23.2","12.2","6.7","2.4","0.6","0.6","0.6","",".",".","",".","",".","",".",".",".","."
"Special","","3","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","16","3.940","87.5","12.5",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","183","3.625","55.7","21.9","10.9","6.0","2.2","0.5","0.5","2.2","",".",".","",".","",".","",".",".",".","."
