"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","102
001","10","3.500","50.0","20.0","20.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","002
102","22","3.250","27.3","31.8","27.3","9.1",".",".","4.5",".",".",".",".",".",".",".",".","."
"","102
004","14","2.857","28.6","14.3","21.4","14.3","7.1","7.1","7.1",".",".",".",".",".",".",".",".","."
"","102
005","12","3.455","50.0","8.3","16.7","8.3","8.3",".",".",".",".",".",".",".",".",".","8.3","."
"","102
006","18","3.028","16.7","27.8","38.9",".","11.1",".","5.6",".",".",".",".",".",".",".",".","."
"","007
102","15","2.833","13.3","13.3","40.0","6.7","20.0","6.7",".",".",".",".",".",".",".",".",".","."
"","102
008","15","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
102","9","3.333","33.3","22.2","33.3",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","102
010","14","3.269","35.7","28.6","14.3","7.1",".",".","7.1",".",".",".",".",".","7.1",".",".","."
"","012
102","12","3.167","33.3","8.3","33.3","8.3","16.7",".",".",".",".",".",".",".",".",".",".","."
"","102
013","11","3.650","54.5","18.2","9.1","9.1",".",".",".","9.1",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","152","3.248","34.9","20.4","25.7","5.9","7.2","1.3","2.6","0.7",".",".",".",".","0.7",".","0.7","."
"","203
001","20","3.000","25.0","15.0","30.0","15.0","5.0","10.0",".",".",".",".",".",".",".",".",".","."
"","002
203","23","2.804","13.0","8.7","39.1","13.0","21.7","4.3",".",".",".",".",".",".",".",".",".","."
"","003
203","22","3.227","27.3","31.8","13.6","13.6","13.6",".",".",".",".",".",".",".",".",".",".","."
"","004
203","19","3.053","15.8","26.3","36.8","5.3","10.5","5.3",".",".",".",".",".",".",".",".",".","."
"","203
005","24","3.271","20.8","29.2","37.5","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"","008
203","24","3.229","29.2","16.7","37.5","4.2","12.5",".",".",".",".",".",".",".",".",".",".","."
"","203
009","23","3.522","56.5","13.0","17.4","4.3","8.7",".",".",".",".",".",".",".",".",".",".","."
"","203
010","22","2.905","13.6","18.2","40.9",".","18.2",".","4.5","4.5",".",".",".",".",".",".",".","."
"","203
011","20","2.750","10.0","30.0","35.0",".","10.0","5.0","10.0",".",".",".",".",".",".",".",".","."
"","203
012","18","3.056","16.7","22.2","38.9",".","22.2",".",".",".",".",".",".",".",".",".",".","."
"","203
013","21","3.310","28.6","38.1","14.3","4.8","14.3",".",".",".",".",".",".",".",".",".",".","."
"","203
014","20","3.100","30.0","15.0","30.0","5.0","15.0","5.0",".",".",".",".",".",".",".",".",".","."
"","203
015","20","3.200","15.0","30.0","45.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","203
016","17","3.235","29.4","5.9","52.9","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","018
203","16","2.750",".","12.5","56.3","12.5","12.5","6.3",".",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","309","3.104","22.7","21.0","34.3","6.1","12.3","2.3","1.0","0.3",".",".",".",".",".",".",".","."
"","204
001","17","2.882","5.9","23.5","47.1",".","17.6","5.9",".",".",".",".",".",".",".",".",".","."
"","002
204","17","3.235","41.2","17.6","23.5","5.9","5.9",".","5.9",".",".",".",".",".",".",".",".","."
"","204
003","17","3.176","17.6","23.5","41.2","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","204
004","23","3.413","39.1","21.7","21.7","17.4",".",".",".",".",".",".",".",".",".",".",".","."
"","204
005","23","3.304","30.4","30.4","21.7","4.3","13.0",".",".",".",".",".",".",".",".",".",".","."
"","006
204","18","3.472","38.9","33.3","16.7","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","204
007","21","3.357","38.1","28.6","14.3","4.8","14.3",".",".",".",".",".",".",".",".",".",".","."
"","204
008","20","3.150","35.0","10.0","40.0",".","5.0","10.0",".",".",".",".",".",".",".",".",".","."
"","010
204","23","3.478","52.2","21.7","13.0","4.3","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","011
204","15","3.567","33.3","46.7","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
012","16","2.438",".","12.5","31.3","12.5","37.5",".","6.3",".",".",".",".",".",".",".",".","."
"","013
204","21","3.381","33.3","28.6","23.8","9.5","4.8",".",".",".",".",".",".",".",".",".",".","."
"","014
204","9","3.389","33.3","22.2","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","204
015","17","3.206","23.5","35.3","23.5","5.9","5.9","5.9",".",".",".",".",".",".",".",".",".","."
"","016
204","12","3.042","25.0","25.0","25.0",".","16.7","8.3",".",".",".",".",".",".",".",".",".","."
"","204
017","22","3.227","45.5","9.1","22.7",".","18.2","4.5",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","291","3.246","32.0","24.1","25.4","5.8","9.6","2.4","0.7",".",".",".",".",".",".",".",".","."
