"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"699","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","073","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","081","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","082","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","109","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","111","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","112","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","113","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","114","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","115","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","83","3.973","95.2","3.6",".",".",".",".",".",".",".",".",".",".",".",".","1.2","."
"777
Physical Chemistry of Surfaces","001","","30","3.836","73.3","16.7","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"841
Advanced Organic Chemistry","001","","19","3.472","36.8","15.8","42.1",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"842
Advanced Organic Chemistry","001","","13","3.355","15.4","38.5","38.5",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"860
Topics-Physical Chemistry","001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"864
Statistical Mechanics","001","","11","3.700","45.5","36.4","9.1",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"872
Topic-Macromoleculr/Biophys","002","","22","3.862","86.4","9.1","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"901","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"901","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Teaching of Chemistry","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"915","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"915","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"915","045","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"915","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"915","058","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Struct&Bond-Inorg Compounds","Course Total","","13","4.000","76.9",".",".",".",".",".",".","23.1",".",".",".",".",".",".",".","."
"923","007","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"923","032","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"923","041","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"923","049","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"923","077","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"923","157","","9","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Spctroscpy&Spectrochem Anal","Course Total","","37","4.000","75.7",".",".",".",".",".",".","24.3",".",".",".",".",".",".",".","."
"941
Synthetic Organic Chemistry","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"942
Smr-Physical Organic Chem","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"943
Smr-Bio-Organic Chemistry","048","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"945
Seminar-Chemical Biology (Adv)","001","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"960
Seminar-Physical Chemistry","002","","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"June 25, 2014","","","","","","","","","","","","","","","","","","","Page 180 of 409",""
