"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","2805","3.537","50.8","23.4","13.9","5.0","3.1","0.8","0.4","1.5","",".","0.0",".","0.2","0.6",".","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","83","3.325","44.6","16.9","27.7","3.6","6.0","1.2",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","388","3.482","49.7","22.2","17.0","6.4","2.6","0.5","1.0","0.3","",".",".",".",".","0.3",".",".","."
"Junior","","764","3.562","51.8","26.4","12.7","5.0","3.1","0.7","0.1",".","",".",".",".",".","0.1",".",".","."
"Senior","","1393","3.526","50.0","23.8","14.2","5.2","3.3","1.0","0.4","0.8","",".","0.1",".",".","0.9",".",".","0.3"
"Undergraduates","","2628","3.525","50.3","24.1","14.6","5.3","3.2","0.8","0.4","0.5","",".","0.0",".",".","0.5",".",".","0.2"
"Special","","19","3.657","52.6","31.6","5.3",".","5.3",".",".","5.3","",".",".",".",".",".",".",".","."
"Graduate","","158","3.807","58.2","10.1","3.8","0.6","0.6",".","0.6","19.0","",".",".",".","4.4","1.3",".","1.3","."
"","College Total","2805","3.537","50.8","23.4","13.9","5.0","3.1","0.8","0.4","1.5","",".","0.0",".","0.2","0.6",".","0.1","0.1"
