"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","336","2.985","24.1","15.5","28.0","11.3","16.4","2.1","2.4","0.3",".",".",".",".",".",".",".","."
"","103
002","343","3.003","24.5","12.0","28.6","15.5","16.6","2.0","0.6","0.3",".",".",".",".",".",".",".","."
"General Chemistry I","Course Total","679","2.994","24.3","13.7","28.3","13.4","16.5","2.1","1.5","0.3",".",".",".",".",".",".",".","."
"","104
001","350","3.097","21.1","21.4","27.4","20.3","7.7","1.7","0.3",".",".",".",".",".",".",".",".","."
"","104
002","347","2.911","23.1","11.2","22.8","18.7","20.2","4.0",".",".",".",".",".",".",".",".",".","."
"","003
104","278","2.923","17.3","20.5","24.1","13.7","21.2","2.5","0.7",".",".",".",".",".",".",".",".","."
"","004
104","272","2.948","28.3","11.8","23.2","12.5","16.2","6.3","1.5",".",".",".",".",".",".",".",".","0.4"
"","104
005","341","2.940","22.6","10.6","33.4","8.5","20.8","3.5","0.6",".",".",".",".",".",".",".",".","."
"","104
006","238","2.962","23.1","9.7","34.5","9.7","19.3","3.8",".",".",".",".",".",".",".",".",".","."
"General Chemistry II","Course Total","1826","2.966","22.5","14.3","27.4","14.2","17.4","3.6","0.5",".",".",".",".",".",".",".",".","0.1"
"Chemical Principles II","116
001","22","3.409","36.4","22.7","27.3","13.6",".",".",".",".",".",".",".",".",".",".",".","."
"Entering Research I","260
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Entering Research II","261
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
001","17","3.941","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
027","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
034","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
046","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
047","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
048","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
049","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
051","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
053","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
058","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
067","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","36","3.950","91.7","5.6","2.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chem Across the Periodic Table","001
311","66","2.894","21.2","7.6","25.8","25.8","16.7","3.0",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","327
001","96","2.911","26.0","10.4","25.0","9.4","24.0","1.0","3.1",".",".",".",".",".","1.0",".",".","."
"","329
001","69","3.152","27.5","20.3","29.0","13.0","5.8","2.9","1.4",".",".",".",".",".",".",".",".","."
"","329
002","76","3.066","22.4","18.4","39.5",".","15.8","2.6","1.3",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","145","3.107","24.8","19.3","34.5","6.2","11.0","2.8","1.4",".",".",".",".",".",".",".",".","."
"","343
001","240","2.756","20.4","9.2","30.4","5.8","24.6","4.6","4.2",".",".",".",".",".",".",".",".","0.8"
"","343
002","290","2.779","21.4","8.3","28.3","8.3","26.2","4.5","2.8",".",".",".",".",".","0.3",".",".","."
"","343
003","224","2.728","20.5","8.0","28.6","8.0","25.4","5.8","3.6",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","Course Total","754","2.756","20.8","8.5","29.0","7.4","25.5","4.9","3.4",".",".",".",".",".","0.1",".",".","0.3"
"","344
001","17","3.176","29.4","17.6","23.5","17.6","11.8",".",".",".",".",".",".",".",".",".",".","."
"","344
002","18","3.056","16.7","11.1","38.9","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
003","17","3.088","11.8","29.4","29.4","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
004","17","3.059","17.6","11.8","47.1","11.8","11.8",".",".",".",".",".",".",".",".",".",".","."
"","344
005","17","3.235","23.5","29.4","23.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","006
344","18","3.083","22.2","5.6","55.6","11.1",".","5.6",".",".",".",".",".",".",".",".",".","."
"","344
007","16","3.156","25.0","12.5","37.5","18.8","6.3",".",".",".",".",".",".",".",".",".",".","."
