"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"552
Intro-Computer Architecture","001","","43","3.442","34.9","23.3","37.2","4.7",".",".",".",".",".",".",".",".",".",".",".","."
"554
Digital Engineering Lab","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"556
Dsgn Automation Digital Sys","001","","34","3.544","38.2","38.2","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"630
All of Signal Processing","001","","24","3.826","79.2","4.2","8.3","4.2",".",".",".",".",".",".",".",".","4.2",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","8","3.778","50.0","37.5",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"699","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","063","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","080","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","092","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","093","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","096","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","41","3.961","82.9","7.3",".",".",".",".",".",".",".",".",".",".","7.3",".","2.4","."
"702
Grad Cooperative Educ Program","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"711","001","","19","3.553","31.6","47.4","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"711","003","","16","3.156","18.8","6.3","62.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Dynamcs& Control-AC Drives","Course Total","","35","3.371","25.7","28.6","40.0","5.7",".",".",".",".",".",".",".",".",".",".",".","."
"714
Utilty Appl-Powr Electroncs","003","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"719
Optimal Systems","001","","10","3.625","20.0","60.0",".",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"731
Adv Power System Analysis","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"735
Signl Synthesis&Recvry Tech","001","","19","3.441","26.3","26.3","36.8",".",".",".",".","10.5",".",".",".",".",".",".",".","."
"736
Wireless Communications","001","","11","3.500","27.3","18.2","27.3",".",".",".",".","27.3",".",".",".",".",".",".",".","."
"738
Adv Digital Image Processng","001","","25","3.960","96.0",".","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"741
Semiconductor Diode Lasers","001","","29","3.793","69.0","20.7","10.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"742
Computatnl Meth-Electromagntcs","001","","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"750
Real-time Computing Systems","001","","34","3.662","52.9","26.5","20.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","29","3.448","34.5","31.0","24.1","10.3",".",".",".",".",".",".",".",".",".",".",".","."
"753
Fault-Tolerant Computing","001","","27","3.481","29.6","44.4","18.5","7.4",".",".",".",".",".",".",".",".",".",".",".","."
"757
Adv Computr Architecture II","001","","15","3.433","33.3","20.0","46.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"June 25, 2014","","","","","","","","","","","","","","","","","","","Page 119 of 409",""
