"","990
075","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
087","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
095","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","53","",".",".",".",".",".",".",".","50.9",".",".",".","49.1",".",".",".","."
"MICROBIO
192","Dept. Total","1651","3.219","40.5","14.8","22.8","7.7","7.4","2.4","0.8","1.9",".",".",".","1.6","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","",""
"Freshmen","","22","2.548","9.1","13.6","36.4",".","22.7","18.2",".",".",".",".",".",".",".",".",".","."
"Sophomore","","174","3.108","26.4","23.6","23.0","14.4","6.9","4.6",".",".",".",".",".",".","1.1",".",".","."
"Junior","","452","3.118","33.8","15.7","26.3","9.7","10.6","3.1","0.4","0.2",".",".",".",".",".",".",".","."
"Senior","","757","3.261","42.7","14.7","25.4","7.3","6.9","1.6","1.3","0.3",".",".",".",".",".",".",".","."
"Undergraduates","","1405","3.179","37.3","16.1","25.6","8.8","8.3","2.7","0.9","0.2",".",".",".",".","0.1",".",".","."
"Special","","37","3.195","48.6","10.8","21.6","8.1","2.7","2.7","5.4",".",".",".",".",".",".",".",".","."
"Graduate","","208","3.746","60.1","6.7","4.3",".","1.9","0.5",".","13.5",".",".",".","13.0",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1651","3.219","40.5","14.8","22.8","7.7","7.4","2.4","0.8","1.9",".",".",".","1.6","0.1",".",".","."
