"INTERDIS COURSES (L & S)","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","",""
"1st-Yr Seminar: Biological Sci","101
002","19","3.789","84.2","10.5",".",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"Ways of Knowing:Med&Society","152
001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
001","13","3.887","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
002","14","3.922","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
003","14","3.944","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
250","13","3.935","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
005","12","3.967","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
006","15","3.714","66.7","13.3","6.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","250
007","17","3.868","76.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
250","12","3.708","58.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
009","18","3.893","94.4",".",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Research Experience","Course Total","128","3.875","81.3","12.5","3.9","2.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intrnshp in Liberal Arts & Sci","001
260","26","3.942","92.3","3.8","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"INTER-LS
502","Dept. Total","190","3.872","84.7","10.0","3.2","1.6",".","0.5",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","26","3.737","69.2","23.1",".","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","89","3.897","83.1","11.2","4.5","1.1",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","58","3.886","93.1","3.4","1.7",".",".","1.7",".",".",".",".",".",".",".",".",".","."
"Senior","","16","3.929","87.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","189","3.872","84.7","10.1","3.2","1.6",".","0.5",".",".",".",".",".",".",".",".",".","."
"Special","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","190","3.872","84.7","10.0","3.2","1.6",".","0.5",".",".",".",".",".",".",".",".",".","."
