"TERM : 1144","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2013-2014","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"E ASIAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","","",""
"E ASIAN
Dept. Total
295","894","3.573","50.3","23.5","12.1","5.1","2.6","0.3","1.0","1.9","",".","0.1","",".","0.8","1.3","0.9",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","60","3.526","48.3","28.3","16.7","1.7",".","1.7","3.3",".","",".",".","",".",".",".",".",".","."
"Sophomore","183","3.593","54.1","24.6","8.7","5.5","2.7","1.1","1.1","0.5","",".",".","",".",".",".","1.6",".","."
"Junior","215","3.586","52.6","21.4","13.5","5.6","2.3",".","1.4",".","",".",".","",".",".","2.3","0.9",".","."
"Senior","324","3.505","46.6","26.2","13.9","7.1","4.0",".","0.6","0.3","",".",".","",".",".","0.3","0.9",".","."
"Undergraduates","782","3.553","50.1","24.7","12.8","5.9","2.9","0.4","1.2","0.3","",".",".","",".",".","0.8","1.0",".","."
"Special","14","3.656","42.9","21.4","21.4",".",".",".",".","7.1","",".",".","",".",".","7.1",".",".","."
"Graduate","96","3.801","52.1","14.6","5.2",".",".",".",".","14.6","",".","1.0","",".","7.3","5.2",".",".","."
"Prof Yr 3","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Dept. Total","894","3.573","50.3","23.5","12.1","5.1","2.6","0.3","1.0","1.9","",".","0.1","",".","0.8","1.3","0.9",".","."
