"Adv Topc-Chicana/o&Latina/o St","530
002","","8","4.000","100.0",".",".",".",".",".",".",".","",".","",".",".","",".","",".","",".",".","."
"","699
001","","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
004","","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","","5","***","","","","","","","","","","","","","","","","","","","","",""
"CHICLA
228","Dept. Total","","92","3.297","37.0","26.1","22.8","3.3","6.5","3.3","1.1","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"228
CHICLA","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","10","2.908","20.0","10.0","20.0","30.0","20.0",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","32","3.127","18.8","31.3","34.4",".","9.4","6.3",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","23","3.571","39.1","39.1","21.7",".",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","25","3.410","60.0","16.0","12.0",".","4.0","4.0","4.0","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","90","3.284","35.6","26.7","23.3","3.3","6.7","3.3","1.1","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","2","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","92","3.297","37.0","26.1","22.8","3.3","6.5","3.3","1.1","",".","",".",".","",".","",".","",".",".",".","."
