"TERM : 1144","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2013-2014","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","","",""
"REHAB PSYCH & SPECIAL EDU","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","","","","",""
"RP & SE
194","Dept. Total","920","3.928","84.3","6.7","2.1","0.3","0.2","0.1","",".","2.9","",".",".","",".","1.7","0.5",".","1.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","36","3.875","86.1","5.6","5.6","2.8",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","88","3.976","95.5","2.3","1.1",".",".",".","",".",".","",".",".","",".",".","1.1",".",".","."
"Junior","","185","3.924","88.1","9.2","1.6","0.5","0.5",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","323","3.942","92.6","4.6","2.5",".",".","0.3","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","632","3.938","91.3","5.7","2.2","0.3","0.2","0.2","",".",".","",".",".","",".",".","0.2",".",".","."
"Special","","2","4.000","50.0",".",".",".",".",".","",".","50.0","",".",".","",".",".",".",".",".","."
"Graduate","","287","3.898","69.0","9.1","1.7","0.3","0.3",".","",".","9.1","",".","0.3","",".","5.6","1.4",".","3.1","."
"","Dept. Total","921","3.928","84.3","6.7","2.1","0.3","0.2","0.1","",".","2.9","",".","0.1","",".","1.7","0.5",".","1.0","."
