"","999
267","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
271","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
272","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"DMA Recital","Course Total","47","3.989","95.7","2.1",".",".",".","",".","",".","",".","",".",".","",".","",".","2.1",".",".","."
"MUS PERF
664","Dept. Total","424","3.907","85.1","8.5","2.6","0.7","0.2","",".","",".","",".","",".",".","",".","",".","2.6",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.650","50.0","31.3","18.8",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","60","3.805","68.3","20.0","3.3","3.3",".","",".","",".","",".","",".",".","",".","",".","5.0",".",".","."
"Junior","","89","3.878","83.1","9.0","3.4","1.1",".","",".","",".","",".","",".",".","",".","",".","3.4",".",".","."
"Senior","","115","3.924","87.8","7.0","0.9",".","0.9","",".","",".","",".","",".",".","",".","",".","2.6",".",".","0.9"
"Undergraduates","","280","3.871","80.0","11.8","3.2","1.1","0.4","",".","",".","",".","",".",".","",".","",".","3.2",".",".","0.4"
"Special","","5","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","139","3.964","95.0","2.2","1.4",".",".","",".","",".","",".","",".",".","",".","",".","1.4",".",".","."
"","Dept. Total","424","3.907","85.1","8.5","2.6","0.7","0.2","",".","",".","",".","",".",".","",".","",".","2.6",".",".","0.2"
