"","990
041","","1","***","","","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
042","","1","***","","","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
043","","1","***","","","","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","","30","",".",".","",".",".","",".","",".","",".","86.7",".",".",".","3.3","",".",".","10.0","."
"PHMCOL-M
724","Dept. Total","","84","3.882","52.4","8.3","",".","1.2","",".","",".","",".","31.0",".",".",".","1.2","",".",".","6.0","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","4","4.000","75.0",".","",".",".","",".","",".","",".",".",".",".",".",".","",".",".","25.0","."
"Senior","","","5","3.786","60.0","40.0","",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Undergraduates","","","9","3.850","66.7","22.2","",".",".","",".","",".","",".",".",".",".",".",".","",".",".","11.1","."
"Graduate","","","73","3.893","52.1","6.8","",".","1.4","",".","",".","",".","32.9",".",".",".","1.4","",".",".","5.5","."
"Prof Yr 3","","","1","",".",".","",".",".","",".","",".","",".","100.0",".",".",".",".","",".",".",".","."
"Prof Yr 4","","","1","",".",".","",".",".","",".","",".","",".","100.0",".",".",".",".","",".",".",".","."
"Professionals","","","2","",".",".","",".",".","",".","",".","",".","100.0",".",".",".",".","",".",".",".","."
"","Dept. Total","","84","3.882","52.4","8.3","",".","1.2","",".","",".","",".","31.0",".",".",".","1.2","",".",".","6.0","."
