"Seminar-Biblical Studies","952
001","","5","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
012","","3","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
021","","2","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research and Thesis","Course Total","","5","***","","","","","","","","","","","","","","","","","","","","","",""
"HEBR ST
440","Dept. Total","","98","3.678","49.0","28.6","14.3","1.0","",".","",".","",".","4.1","",".",".","",".","3.1","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"440
HEBR ST","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","14","3.786","64.3","28.6","7.1",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","","20","3.733","55.0","35.0","10.0",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","","15","3.706","46.7","40.0","6.7",".","",".","",".","",".","6.7","",".",".","",".",".","",".",".",".","."
"Senior","","","20","3.576","40.0","30.0","25.0",".","",".","",".","",".","5.0","",".",".","",".",".","",".",".",".","."
"Undergraduates","","","69","3.698","50.7","33.3","13.0",".","",".","",".","",".","2.9","",".",".","",".",".","",".",".",".","."
"Graduate","","","29","3.593","44.8","17.2","17.2","3.4","",".","",".","",".","6.9","",".",".","",".","10.3","",".",".",".","."
"","Dept. Total","","98","3.678","49.0","28.6","14.3","1.0","",".","",".","",".","4.1","",".",".","",".","3.1","",".",".",".","."
