"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"LANDSCAPE ARCHITECTURE","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","","",""
"LAND ARC
520","Dept. Total","257","3.449","40.9","23.3","17.5","5.4","2.7","1.6","",".","2.7","",".",".","",".","",".","5.4",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","25","3.163","32.0","20.0","36.0",".","4.0","8.0","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","25","3.345","36.0","24.0","24.0","12.0","4.0",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","39","3.386","41.0","23.1","20.5","2.6","5.1","2.6","",".",".","",".",".","",".","",".","5.1",".",".","."
"Senior","","132","3.491","42.4","26.5","15.2","7.6","2.3","0.8","",".",".","",".",".","",".","",".","5.3",".",".","."
"Undergraduates","","221","3.414","40.3","24.9","19.5","6.3","3.2","1.8","",".",".","",".",".","",".","",".","4.1",".",".","."
"Special","","3","3.625","33.3","33.3",".",".",".",".","",".",".","",".",".","",".","",".",".",".","33.3","."
"Graduate","","33","3.814","45.5","12.1","6.1",".",".",".","",".","21.2","",".",".","",".","",".","15.2",".",".","."
"","Dept. Total","257","3.449","40.9","23.3","17.5","5.4","2.7","1.6","",".","2.7","",".",".","",".","",".","5.4",".","0.4","."
