"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","3115","3.565","51.4","19.2","16.1","6.1","1.7","0.3","0.1","3.1","0.0","1.9",".","0.1","0.1",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","23","3.087","34.8","17.4","21.7","8.7","8.7","4.3","4.3",".",".",".",".",".",".",".",".","."
"Sophomore","","52","3.596","65.4","11.5","11.5","7.7",".","3.8",".",".",".",".",".",".",".",".",".","."
"Junior","","83","3.630","65.1","9.6","16.9","3.6","1.2","2.4",".",".",".",".",".",".",".",".","1.2","."
"Senior","","206","3.715","72.8","9.2","10.2","3.4","1.5","1.0",".","1.0","0.5",".",".",".","0.5",".",".","."
"Undergraduates","","364","3.641","67.6","10.2","12.6","4.4","1.6","1.9","0.3","0.5","0.3",".",".",".","0.3",".","0.3","."
"Special","","10","3.325","40.0","10.0","20.0",".","10.0",".",".",".",".",".",".",".","10.0",".","10.0","."
"Graduate","","165","3.794","33.3","6.7","1.2","1.2",".",".",".","31.5",".","24.8",".","1.2",".",".",".","."
"Prof Yr 1","","688","3.285","35.2","23.0","27.5","10.3","2.6","0.1",".",".",".","1.2",".",".","0.1",".",".","."
"Prof Yr 2","","893","3.502","48.2","19.5","18.6","7.8","2.2",".",".","3.7",".",".",".",".",".",".",".","."
"Prof Yr 3","","497","3.567","56.5","24.1","11.7","4.0","1.2",".","0.2","1.0",".","1.2",".",".",".",".",".","."
"Prof Yr 4","","498","3.779","68.7","19.7","7.4","2.2","0.4",".",".","0.8",".","0.8",".",".",".",".",".","."
"Professionals","","2576","3.555","50.3","21.4","17.5","6.7","1.8","0.0","0.0","1.6",".","0.7",".",".","0.0",".",".","."
"","College Total","3115","3.565","51.4","19.2","16.1","6.1","1.7","0.3","0.1","3.1","0.0","1.9",".","0.1","0.1",".","0.1","."
