"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"LANG & CULTURES OF ASIA - L","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","","","",""
"LCA LANG
522","Dept. Total","169","3.854","81.1","8.3","7.7","0.6","0.6","",".","",".","0.6","",".",".","",".","",".","1.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","13","3.704","61.5","7.7","23.1",".",".","",".","",".",".","",".",".","",".","",".","7.7",".",".","."
"Sophomore","","28","3.810","85.7",".","7.1","3.6","3.6","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","48","3.863","83.3","6.3","10.4",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","44","3.843","77.3","15.9","6.8",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","133","3.830","79.7","8.3","9.8","0.8","0.8","",".","",".",".","",".",".","",".","",".","0.8",".",".","."
"Special","","3","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","32","3.964","87.5","6.3",".",".",".","",".","",".","3.1","",".",".","",".","",".","3.1",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","169","3.854","81.1","8.3","7.7","0.6","0.6","",".","",".","0.6","",".",".","",".","",".","1.2",".",".","."
