"","922
004","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","922
007","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Radiation Oncology-CSC","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","",""
"Rsch in Human Cancer Bio","990
004","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"H ONCOL
480","Dept. Total","","23","3.783","56.5","17.4","13.0",".","",".","",".","",".","8.7","",".",".","",".","",".","",".",".","4.3","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"480
H ONCOL","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","4","3.571","25.0","25.0","25.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","25.0","."
"Senior","","","9","3.737","55.6","11.1","22.2",".","",".","",".","",".","11.1","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","15","3.750","53.3","13.3","20.0",".","",".","",".","",".","6.7","",".",".","",".","",".","",".",".","6.7","."
"Special","","","1","3.500",".","100.0",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","3","3.750","33.3","33.3",".",".","",".","",".","",".","33.3","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","3","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","4","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","23","3.783","56.5","17.4","13.0",".","",".","",".","",".","8.7","",".",".","",".","",".","",".",".","4.3","."
