"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","13824","3.343","38.9","19.7","18.0","7.0","5.4","1.5","0.7","5.4","0.0","0.4","0.0","2.2","0.6","0.0","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","317","3.250","37.9","25.2","19.9","5.0","4.7","2.5","3.8",".",".","0.9",".",".",".",".",".","."
"Sophomore","","1396","3.242","44.2","19.3","16.5","6.8","8.2","2.7","1.1",".",".","0.8","0.1",".","0.1","0.2",".","."
"Junior","","2712","3.159","36.1","19.2","21.9","10.9","7.9","2.6","0.8",".",".","0.1",".",".","0.2","0.1","0.0","0.0"
"Senior","","6224","3.317","39.4","22.4","21.1","8.2","6.0","1.5","0.5","0.1",".","0.1",".",".","0.6","0.1","0.0","."
"Undergraduates","","10649","3.268","39.1","21.3","20.6","8.6","6.8","2.0","0.8","0.1",".","0.2","0.0",".","0.4","0.1","0.0","0.0"
"Special","","241","3.213","34.4","15.8","22.8","8.7","8.3","0.4","2.5","3.3","0.4","0.8",".",".","1.2",".","1.2","."
"Graduate","","3300","3.723","40.3","12.4","7.1","1.1","0.4","0.1","0.0","22.2","0.1","5.5","0.1","9.2","1.1",".","0.3","0.0"
"Prof Yr 2","","6","4.000","50.0",".",".",".",".",".",".","33.3",".",".",".","16.7",".",".",".","."
"Prof Yr 3","","10","3.932","70.0","10.0",".",".",".",".",".","10.0",".","10.0",".",".",".",".",".","."
"Prof Yr 4","","5","3.750","60.0",".","20.0",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"Professionals","","21","3.900","61.9","4.8","4.8",".",".",".",".","19.0",".","4.8",".","4.8",".",".",".","."
"","College Total","14211","3.343","39.3","19.1","17.5","6.8","5.3","1.5","0.6","5.3","0.0","1.5","0.0","2.1","0.6","0.1","0.1","0.0"
