"L&S","","","","","","","","","","","","","","","","","","","",""
"SPANISH (SPANISH AND PORTU Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","","",""
"SPANISH
Dept. Total
912","2652","3.461","48.1","20.2","19.1","3.8","4.3","1.1","0.7","1.5","",".",".","",".","0.9","0.2","0.1","0.0","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","241","3.163","26.1","21.6","32.4","6.6","9.5","2.9","0.4",".","",".",".","",".",".","0.4",".",".","."
"Sophomore","800","3.391","39.6","23.8","26.1","4.3","4.8","0.9","0.6",".","",".",".","",".",".",".",".",".","."
"Junior","657","3.540","54.0","21.5","16.0","3.2","3.5","0.6","0.9",".","",".",".","",".",".","0.2","0.2",".","."
"Senior","778","3.530","57.1","18.3","14.0","3.5","4.0","1.5","0.9","0.6","",".",".","",".",".",".","0.1",".","."
"Undergraduates","2476","3.443","47.6","21.2","20.2","4.0","4.6","1.2","0.8","0.2","",".",".","",".",".","0.1","0.1",".","."
"Special","16","3.608","56.3","12.5","12.5","12.5",".",".",".",".","",".",".","",".",".",".",".","6.3","."
"Graduate","158","3.919","53.8","5.7","1.9",".",".",".",".","21.5","",".",".","",".","14.6","2.5",".",".","."
"Prof Yr 2","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Dept. Total","2652","3.461","48.1","20.2","19.1","3.8","4.3","1.1","0.7","1.5","",".",".","",".","0.9","0.2","0.1","0.0","."
