"","812
041","","17","3.382","23.5","29.4","47.1",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","812
042","","19","3.316","21.1","21.1","57.9",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","812
043","","22","3.545","45.5","18.2","36.4",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Neuroscience Core Clerkship","Course Total","","58","3.422","31.0","22.4","46.6",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"NEUROL
676","Dept. Total","","94","3.568","57.4","13.8","28.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","6","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","12","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","18","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","36","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","36","3.556","44.4","22.2","33.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","22","3.205","9.1","22.7","68.2",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","58","3.422","31.0","22.4","46.6",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","94","3.568","57.4","13.8","28.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
