"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"BIOSTATISTICS & MED INFORM","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","","",""
"Intro to Clinical Trials I","542
003","","16","3.469","37.5","31.3","18.8","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Regression Methods-Pop Health","552
001","","6","3.417","33.3","33.3","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Statistcl Mthds-Epidemiolgy","642
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","699
003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Bioinformatics","776
001","","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","826
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","826
003","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Biostats & Biomed Informatics","Course Total","","11","4.000","45.5",".",".",".",".",".",".","54.5",".",".",".",".",".",".",".","."
"Statistical Methods-Molec Biol","877
001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computn&Informatcs in Biol&Med","915
001","","7","4.000","57.1",".",".",".",".",".",".","42.9",".",".",".",".",".",".",".","."
"Hlth Informatics-Med Students","918
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"B M I
210","Dept. Total","","55","3.556","47.3","21.8","7.3","5.5",".",".","1.8","16.4",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","","",""
"Senior","","","2","2.000","50.0",".",".",".",".",".","50.0",".",".",".",".",".",".",".",".","."
"Undergraduates","","","2","2.000","50.0",".",".",".",".",".","50.0",".",".",".",".",".",".",".",".","."
"Special","","","9","3.423","22.2","55.6","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","","38","3.660","47.4","18.4","5.3","5.3",".",".",".","23.7",".",".",".",".",".",".",".","."
"Prof Yr 2","","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","","3","3.667","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","","55","3.556","47.3","21.8","7.3","5.5",".",".","1.8","16.4",".",".",".",".",".",".",".","."
