"","990
034","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
036","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","56","",".",".",".",".",".",".",".","66.1","1.8",".",".","32.1",".",".",".","."
"Adv Independent Reading","999
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"GEOLOGY
420","Dept. Total","1350","3.099","30.1","17.5","21.8","11.9","8.5","2.5","1.3","4.1","0.1","0.1",".","1.3","0.2","0.3","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"420
GEOLOGY","","","","","","","","","","","","","","","","","","",""
"Freshmen","","118","2.913","11.9","16.1","35.6","16.1","17.8","0.8","0.8",".",".",".",".",".",".","0.8",".","."
"Sophomore","","317","3.107","27.4","21.1","23.3","13.6","10.7","2.5","1.3",".",".",".",".",".",".",".",".","."
"Junior","","304","3.075","26.6","23.4","25.0","11.2","8.6","3.3","0.7","0.3",".",".",".",".","0.3","0.3",".","0.3"
"Senior","","463","3.065","34.1","16.6","20.7","13.8","7.3","3.2","2.4","0.9",".","0.2",".",".","0.4","0.2",".","."
"Undergraduates","","1202","3.063","28.3","19.5","24.0","13.3","9.6","2.8","1.5","0.4",".","0.1",".",".","0.2","0.2",".","0.1"
"Special","","12","3.929","41.7","8.3",".",".",".",".",".","33.3",".",".",".",".",".","8.3","8.3","."
"Graduate","","136","3.827","45.6","0.7","4.4","0.7",".",".",".","34.6","0.7",".",".","13.2",".",".",".","."
"","Dept. Total","1350","3.099","30.1","17.5","21.8","11.9","8.5","2.5","1.3","4.1","0.1","0.1",".","1.3","0.2","0.3","0.1","0.1"
