"","730
001","6","4.000","100.0",".",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".","."
"","730
002","20","3.711","40.0","55.0",".",".",".",".",".","",".",".","",".",".","",".","","5.0",".",".","."
"Ethical Issues in Medicine","Course Total","26","3.780","53.8","42.3",".",".",".",".","",".",".","",".",".","",".","",".","3.8",".",".","."
"Grad Studies-Medical Hist","919
001","4","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"MED HIST
452","Dept. Total","423","3.442","35.7","28.6","27.7","4.5","1.7","0.5","",".","0.5","",".",".","",".","",".","0.5",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"452
MED HIST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","2.857",".","28.6","35.7","14.3","21.4",".","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","61","3.305","26.2","24.6","37.7","6.6","4.9",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","122","3.347","26.2","23.8","42.6","5.7","0.8",".","",".",".","",".",".","",".","",".",".",".","0.8","."
"Senior","","181","3.540","41.4","32.6","20.4","3.3",".","1.1","",".","1.1","",".",".","",".","",".",".",".",".","."
"Undergraduates","","378","3.413","32.5","28.3","31.0","5.0","1.9","0.5","",".","0.5","",".",".","",".","",".",".",".","0.3","."
"Special","","7","3.833","57.1","28.6",".",".",".",".","",".",".","",".",".","",".","",".",".",".","14.3","."
"Graduate","","10","3.940","80.0","10.0",".",".",".",".","",".",".","",".",".","",".","",".","10.0",".",".","."
"Prof Yr 1","","14","3.731","42.9","50.0",".",".",".",".","",".",".","",".",".","",".","",".","7.1",".",".","."
"Prof Yr 2","","5","3.600","20.0","80.0",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","9","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","28","3.833","57.1","39.3",".",".",".",".","",".",".","",".",".","",".","",".","3.6",".",".","."
"","Dept. Total","423","3.442","35.7","28.6","27.7","4.5","1.7","0.5","",".","0.5","",".",".","",".","",".","0.5",".","0.5","."
