"LAW","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","",""
"","802
002","","55","1.213","12.7",".","12.7",".","7.3",".",".","14.5",".",".",".",".",".",".",".","."
"Civil Procedure II","Course Total","","128","1.076","8.6",".","14.8",".","4.7",".",".","18.0",".",".",".",".",".",".",".","."
"","808
002","","10","0.700","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","808
003","","9","1.444","11.1",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Legal Writing","Course Total","","19","1.053","10.5",".","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","815
001","","29","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
002","","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
007","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Appellate Advocacy II","Course Total","","51","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Business Organizations I","001
817","","60","1.017","8.3",".","20.0",".","3.3",".",".","1.7",".",".",".",".",".",".",".","."
"Bankruptcy Law","821
001","","31","1.034","9.7",".","19.4",".",".",".","3.2","6.5",".",".",".",".",".",".",".","."
"Federal Jurisdiction","824
001","","12","1.818","8.3","16.7","25.0",".",".",".",".",".",".",".",".",".",".",".","8.3","."
"International Law","827
001","","28","1.426","14.3","3.6","17.9",".","7.1",".",".","3.6",".",".",".",".",".",".",".","."
"International Transactions","828
001","","43","1.500","7.0","2.3","34.9",".","4.7",".",".",".",".",".",".",".",".",".",".","."
"Real Estate Transactions II","838
001","","18","1.471","11.1",".","27.8",".","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"Taxation II","840
001","","35","1.273","14.3",".","17.1",".","5.7",".",".","5.7",".",".",".",".",".",".",".","."
"Pre-Trial Advocacy","849
001","","22","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","850
001","","49","1.143","8.2",".","24.5",".","4.1",".",".",".",".",".",".",".",".",".",".","."
"","850
002","","46","0.925","6.5",".","15.2",".","4.3",".","4.3","10.9",".",".",".",".",".",".","2.2","."
"","850
003","","32","1.406","15.6",".","21.9",".","6.3",".","3.1",".",".",".",".",".",".",".",".","."
"Professnl Responsibilities","Course Total","","127","1.140","9.4",".","20.5",".","4.7",".","2.4","3.9",".",".",".",".",".",".","0.8","."
"","852
001","","15","",".",".",".",".",".",".",".","93.3",".",".",".",".",".",".",".","6.7"
"","852
002","","11","",".",".",".",".",".",".",".","81.8",".",".",".",".",".",".",".","18.2"
"","852
004","","26","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Trial Advocacy","Course Total","","56","",".",".",".",".",".",".",".","94.6",".",".",".",".",".",".",".","5.4"
"","854
001","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
005","","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
006","","12","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
008","","22","",".",".",".",".",".",".",".","81.8",".",".",".",".",".",".",".","18.2"
"","854
009","","31","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
011","","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
012","","7","",".",".",".",".",".",".",".","71.4",".",".",".",".",".",".",".","28.6"
"","854
013","","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
014","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
017","","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
018","","23","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
019","","18","",".",".",".",".",".",".",".","94.4",".",".",".",".",".",".",".","5.6"
"","854
020","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
021","","10","",".",".",".",".",".",".",".","70.0",".",".",".",".",".",".",".","30.0"
"June 25, 2014","","","","","","","","","","","","","","","","","","","Page 333 of 409",""
