"Contemporary Topics","Course Total","114","3.795","59.6","31.6","7.9",".",".",".",".",".","",".",".",".","",".","0.9",".",".","."
"Intro-Bayesian Decisn&Cntrl","775
001","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"Rdg & Rsch-Business Rsch","799
065","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"PhD Communicatn-Dissertsators","975
001","2","***","","","","","","","","","","",".",".",".","",".",".",".","."
"GEN BUS
231","Dept. Total","1790","3.351","35.8","21.5","26.6","5.5","6.8","0.6","0.3","0.9","",".","1.6","0.1","",".","0.3","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","3.750","87.5",".",".",".","12.5",".",".",".","",".",".",".","",".",".",".",".","."
"Sophomore","","172","3.399","36.6","26.7","25.0","1.2","7.0",".","1.2",".","",".","1.2",".","",".","0.6","0.6",".","."
"Junior","","545","3.417","38.0","24.6","24.6","4.4","5.3","0.7","0.2","0.2","",".","1.5",".","",".","0.6",".",".","."
"Senior","","850","3.203","26.2","18.5","32.9","8.4","9.3","0.7","0.4","1.8","",".","1.8","0.1","",".",".",".",".","."
"Undergraduates","","1575","3.302","31.7","21.4","29.0","6.2","7.7","0.6","0.4","1.0","",".","1.6","0.1","",".","0.3","0.1",".","."
"Special","","10","3.438","30.0","10.0","40.0",".",".",".",".",".","",".",".",".","",".",".",".","20.0","."
"Graduate","","205","3.793","66.8","22.9","7.3","0.5","0.5",".",".",".","",".","1.5",".","",".","0.5",".",".","."
"","Dept. Total","1790","3.351","35.8","21.5","26.6","5.5","6.8","0.6","0.3","0.9","",".","1.6","0.1","",".","0.3","0.1","0.1","."
