"TERM : 1144","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2013-2014","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","",""
"POPULATION HEALTH SCIENCE Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","",""
"POP HLTH
Dept. Total
810","755","3.627","52.1","25.3","12.2","2.4","0.7","",".","0.4","4.4","",".",".","",".","0.4","1.3",".","0.9","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","4","3.375",".","75.0","25.0",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","29","3.328","31.0","34.5","20.7","10.3",".","",".","3.4",".","",".",".","",".",".",".",".",".","."
"Junior","100","3.602","52.0","23.0","21.0","3.0",".","",".",".",".","",".",".","",".",".",".",".","1.0","."
"Senior","187","3.488","40.6","35.8","15.5","4.3","2.7","",".","1.1",".","",".",".","",".",".",".",".",".","."
"Undergraduates","320","3.506","42.8","32.2","17.8","4.4","1.6","",".","0.9",".","",".",".","",".",".",".",".","0.3","."
"Special","17","3.513","47.1","23.5","23.5","5.9",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","172","3.758","48.8","20.9","5.8","0.6",".","",".",".","18.0","",".",".","",".","1.7","1.2",".","2.9","."
"Prof Yr 1","47","3.941","97.9",".","2.1",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","6","4.000","83.3",".",".",".",".","",".",".","16.7","",".",".","",".",".",".",".",".","."
"Prof Yr 3","3","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 4","190","3.737","57.9","25.3","10.5","1.1",".","",".",".","0.5","",".",".","",".",".","4.2",".","0.5","."
"Professionals","246","3.763","66.7","19.5","8.5","0.8",".","",".",".","0.8","",".",".","",".",".","3.3",".","0.4","."
"Dept. Total","755","3.627","52.1","25.3","12.2","2.4","0.7","",".","0.4","4.4","",".",".","",".","0.4","1.3",".","0.9","."
