"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"","990
041","2","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","31","",".",".",".",".",".","",".",".","45.2","",".",".","",".","54.8","",".",".",".","."
"PL PATH
766","Dept. Total","187","3.776","64.7","9.1","6.4","2.1","0.5","",".","0.5","7.5","",".",".","",".","9.1","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Sophomore","","35","3.712","74.3","11.4","8.6","2.9",".","",".","2.9",".","",".",".","",".",".","",".",".",".","."
"Junior","","46","3.800","76.1","15.2","6.5","2.2",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","39","3.786","79.5","5.1","7.7","5.1","2.6","",".",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","123","3.766","76.4","10.6","8.1","3.3","0.8","",".","0.8",".","",".",".","",".",".","",".",".",".","."
"Special","","1","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","63","3.838","42.9","4.8","3.2",".",".","",".",".","22.2","",".",".","",".","27.0","",".",".",".","."
"","Dept. Total","187","3.776","64.7","9.1","6.4","2.1","0.5","",".","0.5","7.5","",".",".","",".","9.1","",".",".",".","."
