"","990
164","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
167","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
173","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Reading and Research","Course Total","31","",".",".",".",".",".",".",".","67.7","",".",".","",".","32.3",".",".",".","."
"MATH
600","Dept. Total","6622","2.967","31.2","13.0","23.0","10.1","12.5","6.2","2.7","0.7","",".",".","",".","0.2","0.4","0.1","0.0","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","838","2.725","19.7","11.7","25.9","12.8","17.1","8.8","3.7",".","",".",".","",".",".","0.4",".",".","."
"Sophomore","","2424","2.924","26.2","14.1","27.0","10.7","12.0","6.6","2.8",".","",".",".","",".",".","0.5",".",".","0.0"
"Junior","","1565","2.942","28.6","13.5","23.8","10.5","13.5","6.6","2.7",".","",".",".","",".",".","0.6",".",".","0.2"
"Senior","","1160","2.973","32.2","12.2","20.7","10.7","14.7","5.7","2.8","0.3","",".",".","",".",".","0.5","0.3",".","."
"Undergraduates","","5987","2.904","27.1","13.2","24.8","11.0","13.6","6.7","2.9","0.1","",".",".","",".",".","0.5","0.1",".","0.1"
"Special","","233","3.627","66.5","16.7","6.9","1.7","2.1","2.1","1.7","1.7","",".",".","",".",".",".",".","0.4","."
"Graduate","","402","3.833","71.6","7.7","6.0","1.5","1.2",".",".","9.0","",".",".","",".","2.5",".","0.2",".","0.2"
"","Dept. Total","6622","2.967","31.2","13.0","23.0","10.1","12.5","6.2","2.7","0.7","",".",".","",".","0.2","0.4","0.1","0.0","0.1"
