"Organizational Communication","704
001","31","3.774","71.0","25.8",".",".",".","3.2",".",".","",".","",".",".","",".","",".",".",".","."
"Change Management","706
001","17","3.735","88.2","5.9",".",".",".",".","5.9",".","",".","",".",".","",".","",".",".",".","."
"Marketing for Non-Marketers","782
001","24","4.000","100.0",".",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"E P D
348","Dept. Total","766","3.563","49.9","30.2","14.2","2.7","0.9","0.7","0.5","",".","",".",".","",".","",".","0.9",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"348
E P D","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Junior","","35","3.388","20.0","57.1","14.3","5.7",".","2.9",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","372","3.431","27.4","43.8","21.5","4.6","1.3","0.5",".","",".","",".",".","",".","",".","0.8",".",".","."
"Undergraduates","","411","3.431","27.3","44.8","20.7","4.6","1.2","0.7",".","",".","",".",".","",".","",".","0.7",".",".","."
"Special","","20","3.183","55.0","20.0","10.0",".",".","10.0","5.0","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","335","3.775","77.3","12.8","6.6","0.6","0.6",".","0.9","",".","",".",".","",".","",".","1.2",".",".","."
"","Dept. Total","766","3.563","49.9","30.2","14.2","2.7","0.9","0.7","0.5","",".","",".",".","",".","",".","0.9",".",".","."
