"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"COMPARATIVE LITERATURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","",""
"Intro to Mod & Contemp Lit","202
001","70","3.406","24.3","42.9","24.3","2.9","4.3",".",".","1.4",".",".",".",".",".",".",".","."
"","203
001","52","3.370","40.4","28.8","19.2",".",".","3.8","3.8","3.8",".",".",".",".",".",".",".","."
"","203
002","52","3.933","86.5","13.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Cross-Cultrl Lit Form","Course Total","104","3.657","63.5","21.2","9.6",".",".","1.9","1.9","1.9",".",".",".",".",".",".",".","."
"","350
001","18","3.778","61.1","33.3","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","350
002","7","3.750","57.1","14.3","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Problms in Comp Lit & Cultures","Course Total","25","3.771","60.0","28.0","8.0",".",".",".",".","4.0",".",".",".",".",".",".",".","."
"Prob in Transnatl Genre & Mode","358
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","500
001","17","3.500","17.6","64.7","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","500
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","500
003","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Compar In & Beyond Compar Lit","Course Total","26","3.660","42.3","42.3","11.5",".",".",".",".","3.8",".",".",".",".",".",".",".","."
"","699
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","2","***","","","","","","","","","","","","","","","",""
"Literary Criticism","771
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
008","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
024","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","11","",".",".",".",".",".",".",".","81.8",".",".",".","18.2",".",".",".","."
